"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0033276","경기 화성시","매송주유소(서울방향)","경기 화성시 매송면 서해안고속도로 316-1","2021년 08월","알뜰(ex)","셀프","1873.19","1647.71","1437.71","0.00"
"A0002146","경기 화성시","매향주유소","경기 화성시 우정읍 기아자동차로 251","2021년 08월","GS칼텍스","일반","0.00","1643.35","1448.45","909.68"
"A0006986","경기 화성시","매화주유소","경기 화성시 서신면 궁평항로 1679","2021년 08월","SK에너지","일반","0.00","1648.00","1438.00","856.52"
"A0002494","경기 화성시","명품주유소","경기 화성시 팔탄면 서해로 1266","2021년 08월","현대오일뱅크","일반","0.00","1614.94","1411.97","0.00"
"A0002257","경기 화성시","무송주유소","경기 화성시 남양읍 현대기아로 394","2021년 08월","SK에너지","일반","0.00","1688.00","1489.00","0.00"
"A0002481","경기 화성시","미소주유소","경기 화성시 마도면 화성로 570","2021년 08월","현대오일뱅크","셀프","0.00","1603.06","1392.29","900.00"
"A0021509","경기 화성시","민들레셀프주유소","경기 화성시 향남읍 발안만세길 156","2021년 08월","SK에너지","셀프","0.00","1634.16","1428.35","900.00"
"A0008982","경기 화성시","반석주유소","경기 화성시 우정읍 포승향남로 1207","2021년 08월","S-OIL","일반","0.00","1632.48","1413.06","0.00"
"A0012870","경기 화성시","발안고속주유소","경기 화성시 장안면 3.1만세로 562","2021년 08월","SK에너지","일반","0.00","1638.00","1438.00","980.00"
"A0002331","경기 화성시","발안주유소","경기 화성시 팔탄면 삼천병마로 355","2021년 08월","S-OIL","일반","0.00","1641.13","1405.00","950.00"
"A0007418","경기 화성시","백산주유소","경기 화성시 효행로 606","2021년 08월","S-OIL","셀프","0.00","1641.77","1405.84","0.00"
"A0005662","경기 화성시","북양스타주유소","경기 화성시 남양읍 화성로 1420","2021년 08월","S-OIL","셀프","0.00","1592.16","1386.00","0.00"
"A0033568","경기 화성시","비봉I.C셀프주유소","경기 화성시 비봉면 화성로 1940","2021년 08월","S-OIL","셀프","0.00","1587.00","1377.33","0.00"
"A0002122","경기 화성시","비봉주유소","경기 화성시 비봉면 푸른들판로 1672","2021년 08월","GS칼텍스","일반","0.00","1602.87","1426.55","950.00"
"A0002031","경기 화성시","사강주유소","경기 화성시 송산면 송산포도로 42","2021년 08월","현대오일뱅크","일반","0.00","1718.00","1528.00","980.00"
"A0002145","경기 화성시","사거리주유소","경기 화성시 우정읍 쌍봉로 418","2021년 08월","현대오일뱅크","일반","0.00","1649.00","1449.00","900.00"
"A0002068","경기 화성시","사곡주유소","경기 화성시 장안면 기아자동차로 747","2021년 08월","SK에너지","일반","0.00","1655.00","1441.45","900.00"
"A0000029","경기 화성시","사랑리주유소","경기 화성시 장안면 사랑길 80","2021년 08월","S-OIL","셀프","0.00","1625.77","1415.13","900.00"
"A0002367","경기 화성시","산들주유소","경기 화성시 남양읍 시청로 270","2021년 08월","S-OIL","셀프","0.00","1610.00","1398.00","0.00"
"A0033272","경기 화성시","삼미상사(주) 정남TG셀프주유소","경기 화성시 정남면 세자로 214","2021년 08월","SK에너지","셀프","0.00","1636.00","1436.00","0.00"
"A0009007","경기 화성시","삼미상사(주) 화성로셀프주유소","경기 화성시 송산면 화성로 246","2021년 08월","SK에너지","셀프","0.00","1657.00","1443.94","0.00"
"A0033352","경기 화성시","삼미상사(주)동하셀프주유소","경기 화성시 정남면 세자로 257","2021년 08월","SK에너지","셀프","0.00","1636.00","1436.00","0.00"
"A0002187","경기 화성시","삼우셀프주유소","경기 화성시 정남면 시청로 1601","2021년 08월","SK에너지","셀프","0.00","1674.48","1474.48","1050.00"
"A0002153","경기 화성시","상안주유소","경기 화성시 서신면 마도로 6","2021년 08월","SK에너지","일반","0.00","1666.42","1468.35","900.00"
"A0002282","경기 화성시","새원평주유소","경기 화성시 매송면 화성로 2415","2021년 08월","현대오일뱅크","일반","0.00","1669.00","1469.00","1000.00"
"A0016597","경기 화성시","서봉주유소","경기 화성시 향남읍 서봉로 745","2021년 08월","S-OIL","셀프","0.00","1637.71","1440.29","890.00"
"A0009009","경기 화성시","서신농협주유소","경기 화성시 서신면 궁평항로 1705","2021년 08월","NH-OIL","셀프","0.00","1619.35","1419.35","899.35"
"A0002274","경기 화성시","서신주유소","경기 화성시 서신면 매화3길 10","2021년 08월","현대오일뱅크","일반","0.00","1668.67","1468.52","950.00"
"A0008925","경기 화성시","서원주유소","경기 화성시 정남면 세자로 31","2021년 08월","현대오일뱅크","일반","0.00","1665.00","1464.03","1000.00"
"A0008983","경기 화성시","서진주유소","경기 화성시 향남읍 발안로 308","2021년 08월","GS칼텍스","셀프","0.00","1599.00","1398.35","799.00"
"A0007231","경기 화성시","석포주유소","경기 화성시 장안면 버들로 1244","2021년 08월","현대오일뱅크","셀프","0.00","1691.77","1481.77","1000.00"
"A0009444","경기 화성시","세일주유소","경기 화성시 정남면 서봉로 1081","2021년 08월","GS칼텍스","일반","0.00","1635.00","1459.52","950.00"
"A0008992","경기 화성시","세화주유소","경기 화성시 비봉면 비봉로 477","2021년 08월","SK에너지","셀프","0.00","1625.00","1415.00","900.00"
"A0002086","경기 화성시","소방주유소","경기 화성시 향남읍 발안만세길 47","2021년 08월","S-OIL","일반","0.00","1675.13","1470.45","1050.00"
"A0002220","경기 화성시","송곡주유소","경기 화성시 향남읍 발안로 690","2021년 08월","SK에너지","일반","0.00","1696.35","1481.52","990.00"
"A0009013","경기 화성시","송산(시흥방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2021년 08월","자가상표","일반","0.00","1610.10","1396.26","0.00"
"A0009012","경기 화성시","송산(평택방향)주유소","경기 화성시 송산면 평택시흥고속도로 25","2021년 08월","자가상표","일반","0.00","1610.10","1396.26","0.00"
"A0008934","경기 화성시","수노을주유소","경기 화성시 화성로 362","2021년 08월","GS칼텍스","셀프","0.00","1667.00","1449.26","900.00"
"A0002271","경기 화성시","슈퍼맨주유소","경기 화성시 향남읍 발안로 392","2021년 08월","알뜰주유소","셀프","0.00","1614.68","1405.00","0.00"
"A0008997","경기 화성시","스마트주유소","경기 화성시 남양읍 화성로 1267","2021년 08월","SK에너지","일반","0.00","1625.00","1405.00","0.00"
"A0008997","경기 화성시","스마트주유소","경기 화성시 남양읍 화성로 1267","2021년 08월","자가상표","일반","0.00","1617.95","1383.32","0.00"
"A0006935","경기 화성시","승보스타주유소","경기 화성시 장안면 수정로 113","2021년 08월","GS칼텍스","일반","0.00","1688.00","1489.00","1000.00"
"A0009000","경기 화성시","신기알뜰주유소","경기 화성시 남양읍 화성로 1472","2021년 08월","알뜰주유소","셀프","0.00","1591.58","1385.81","0.00"
"A0002364","경기 화성시","신남스타주유소","경기 화성시 남양읍 남양로 409","2021년 08월","GS칼텍스","일반","0.00","1698.00","1498.00","1032.90"
"A0002201","경기 화성시","신남직영주유소","경기 화성시 남양읍 남양로 581","2021년 08월","현대오일뱅크","일반","0.00","1649.00","1449.00","0.00"
"A0002116","경기 화성시","신성주유소","경기 화성시 마도면 화성로 930","2021년 08월","GS칼텍스","일반","0.00","1695.45","1495.45","1000.00"
"A0002323","경기 화성시","신성주유소","경기 화성시 팔탄면 푸른들판로 586","2021년 08월","GS칼텍스","일반","0.00","1698.00","1498.00","1000.00"
"A0008986","경기 화성시","신정오일(주)경기점","경기 화성시 양감면 은행나무로 442","2021년 08월","현대오일뱅크","셀프","0.00","1667.35","1467.35","990.00"
"A0001988","경기 화성시","쌍용주유소","경기 화성시 향남읍 발안로 724","2021년 08월","S-OIL","일반","1855.00","1695.00","1484.35","1040.00"
"A0002125","경기 화성시","쌍학주유소","경기 화성시 비봉면 화성로 2087","2021년 08월","GS칼텍스","셀프","0.00","1598.39","1396.13","920.00"
"A0002197","경기 화성시","안녕그린주유소","경기 화성시 효행로 852 (안녕동)","2021년 08월","SK에너지","셀프","0.00","1640.10","1418.81","0.00"
"A0002135","경기 화성시","안녕주유소","경기도 화성시 만년로 921","2021년 08월","SK에너지","일반","0.00","1658.00","1438.00","0.00"
"A0002662","경기 화성시","에스제이오일(주)빅토리주유소","경기 화성시 향남읍 발안로 206","2021년 08월","GS칼텍스","셀프","0.00","1663.06","1453.06","900.00"
"A0033532","경기 화성시","에이치제이에너지주유소","경기 화성시 팔탄면 시청로 567","2021년 08월","GS칼텍스","셀프","0.00","1595.00","1388.90","904.19"
"A0002159","경기 화성시","역구내주유소","경기 화성시 비봉면 양노로 14","2021년 08월","SK에너지","일반","0.00","1675.00","1465.00","900.00"
"A0002284","경기 화성시","연구단지주유소","경기 화성시 남양읍 남양로 361","2021년 08월","현대오일뱅크","일반","0.00","1659.00","1459.00","1000.00"
"A0002479","경기 화성시","연구소주유소","경기 화성시 남양읍 현대기아로 240","2021년 08월","현대오일뱅크","일반","0.00","1688.00","1483.16","0.00"
"A0008931","경기 화성시","영신주유소","경기 화성시 양감면 서해로 135","2021년 08월","현대오일뱅크","일반","0.00","1699.00","1497.71","1130.00"
"A0002322","경기 화성시","우리주유소","경기 화성시 봉담읍 효행로 311","2021년 08월","GS칼텍스","일반","1751.77","1591.13","1391.13","950.00"
"A0002472","경기 화성시","우정주유소","경기 화성시 마도면 화성로 706","2021년 08월","SK에너지","일반","0.00","1705.74","1498.00","0.00"
"A0002342","경기 화성시","원더우먼주유소","경기 화성시 우정읍 포승향남로 1106","2021년 08월","알뜰주유소","일반","0.00","1621.45","1405.00","0.00"
"A0008959","경기 화성시","유림주유소","경기 화성시 향남읍 서봉로 586","2021년 08월","SK에너지","일반","0.00","1676.35","1467.00","976.67"
"A0007213","경기 화성시","육일주유소","경기 화성시 송산면 당성로 523","2021년 08월","SK에너지","일반","0.00","1728.00","1528.00","950.00"
"A0002253","경기 화성시","융건릉주유소","경기 화성시 효행로 458 (안녕동)","2021년 08월","SK에너지","셀프","0.00","1607.06","1403.06","0.00"
"A0002629","경기 화성시","이마트24서비스 동탄주유소","경기 화성시 여울로3길 21 (능동)","2021년 08월","SK에너지","셀프","1845.45","1707.03","1498.00","0.00"
"A0008993","경기 화성시","이포에너지(주) 우리주유소","경기 화성시 남양읍 화성로 995","2021년 08월","현대오일뱅크","셀프","0.00","1592.74","1387.03","0.00"
"A0009774","경기 화성시","이화셀프주유소","경기 화성시 비봉면 푸른들판로 1401","2021년 08월","S-OIL","셀프","0.00","1614.42","1402.61","990.00"
"A0002233","경기 화성시","자안주유소","경기 화성시 비봉면 푸른들판로 1116","2021년 08월","현대오일뱅크","일반","0.00","1659.00","1449.00","950.00"
"A0008991","경기 화성시","장수주유소","경기 화성시 장안면 3.1만세로 480","2021년 08월","GS칼텍스","일반","0.00","1638.00","1438.00","950.00"
"A0033211","경기 화성시","장지IC주유소","경기 화성시 경기동로 378 (장지동)","2021년 08월","S-OIL","셀프","0.00","1624.97","1412.61","0.00"
"A0007409","경기 화성시","저녁노을주유소","경기 화성시 동탄지성로 388","2021년 08월","S-OIL","일반","0.00","1668.00","1458.00","980.00"
"A0008928","경기 화성시","정남IC주유소","경기 화성시 정남면 세자로 68","2021년 08월","GS칼텍스","일반","0.00","1646.71","1438.00","1000.00"
"A0002546","경기 화성시","정남농협주유소","경기 화성시 정남면 만년로 552","2021년 08월","NH-OIL","일반","0.00","1626.42","1421.42","950.00"
"A0009017","경기 화성시","정남제일주유소","경기 화성시 정남면 만년로 354","2021년 08월","현대오일뱅크","일반","0.00","1616.00","1406.00","980.00"
"A0002155","경기 화성시","정남주유소","경기 화성시 정남면 괘랑1길 1-6","2021년 08월","S-OIL","일반","0.00","1649.00","1438.00","990.00"
"A0002424","경기 화성시","정문주유소","경기 화성시 양감면 정문회화로 239","2021년 08월","SK에너지","일반","0.00","1688.68","1488.68","1044.00"
"A0002265","경기 화성시","조아주유소","경기 화성시 향남읍 은행나무로 561-4","2021년 08월","GS칼텍스","일반","0.00","1589.06","1480.48","980.00"
"A0002400","경기 화성시","조형주유소","경기 화성시 우정읍 버들로 94","2021년 08월","S-OIL","일반","0.00","1649.00","1439.00","900.00"
"A0033105","경기 화성시","주석self주유소","경기 화성시 남양읍 주석로 79(남양읍)","2021년 08월","S-OIL","셀프","1858.00","1646.06","1436.06","950.00"
"A0002623","경기 화성시","주식회사 샤인주유소","경기 화성시 경기동로 527","2021년 08월","GS칼텍스","셀프","0.00","1628.19","1418.26","0.00"
"A0008939","경기 화성시","주식회사청우에너지","경기 화성시 팔탄면 서해로 1409-9","2021년 08월","SK에너지","셀프","0.00","1613.19","1405.13","950.00"
"A0006840","경기 화성시","주은에너지","경기 화성시 정남면 가장로 319","2021년 08월","SK에너지","일반","0.00","1648.00","1437.03","0.00"
