날짜,고급휘발유,보통휘발유,자동차용경유,실내등유,보휘-4w
2019-12-11,1667.25,1504.76,1344.78,807.47,0.015145
2019-12-18,1663.29,1492.99,1314.57,807.72,0.010163
2019-12-25,1664.48,1486.72,1306.54,800.78,-0.006608
2020-01-01,1680.53,1514.6,1343.88,831.57,0.009309
2020-01-08,1669.09,1495.75,1326.81,821.23,-0.005988
2020-01-15,1666.14,1480.9,1302.17,805.37,-0.008098
2020-01-22,1624.4,1434.86,1249.91,718.28,-0.034882
2020-01-29,1637.85,1445.26,1252.67,755.36,-0.045781
2020-02-05,1594.16,1423.49,1229.62,729.52,-0.04831
2020-02-12,1610.44,1419.73,1221.59,710.39,-0.041306
2020-02-19,1578.27,1403.22,1196.77,668.84,-0.022051
2020-02-26,1596.1,1404.65,1190.57,683.82,-0.028099
2020-03-04,1513.09,1336.51,1130.42,625.97,-0.061103
2020-03-11,1480.11,1276.53,1075.7,565.63,-0.100864
2020-03-18,1412.59,1204.54,1032.12,518.67,-0.141589
2020-03-25,1381.34,1148.35,999.45,491.99,-0.182465
2020-04-01,1366.12,1162.33,1007.29,483.43,-0.130325
2020-04-08,1358.19,1149.58,993.0,462.57,-0.099449
2020-04-15,1340.28,1122.88,961.18,444.81,-0.067794
2020-04-22,1309.62,1092.71,916.72,428.13,-0.048452
2020-04-29,1322.74,1117.97,936.78,424.23,-0.038165
2020-05-06,1368.07,1154.63,979.07,457.24,0.004393
2020-05-13,1378.04,1187.81,1002.38,493.09,0.057825
2020-05-20,1396.21,1211.07,1017.91,537.06,0.108318
2020-05-27,1427.66,1245.76,1049.98,536.57,0.114305
2020-06-03,1471.46,1286.25,1083.28,604.22,0.113993
2020-06-10,1476.54,1285.08,1087.7,583.57,0.08189
2020-06-17,1467.93,1281.39,1080.02,591.15,0.058064
2020-06-24,1465.2,1267.73,1067.81,613.88,0.017636
2020-07-01,1486.4,1283.13,1086.87,614.09,-0.002426
2020-07-08,1469.31,1280.74,1085.1,632.43,-0.003377
2020-07-15,1480.51,1286.69,1089.21,606.82,0.004136
2020-07-22,1446.57,1253.91,1063.88,606.06,-0.010901
2020-07-29,1495.41,1284.81,1093.57,605.09,0.001309
2020-08-05,1463.07,1292.23,1096.76,625.23,0.008971
2020-08-12,1480.28,1288.27,1087.03,598.31,0.001228
2020-08-19,1452.23,1268.99,1067.4,594.65,0.012026
2020-08-26,1469.27,1265.58,1056.99,560.13,-0.014967
2020-09-02,1473.87,1274.85,1068.97,590.08,-0.01345
2020-09-09,1439.31,1259.47,1049.66,579.87,-0.022356
2020-09-16,1437.71,1249.75,1043.47,564.14,-0.015162
2020-09-23,1445.39,1233.64,1012.33,513.18,-0.025237
2020-09-30,1459.93,1263.25,1044.43,547.15,-0.009099
2020-10-07,1438.29,1265.02,1050.3,542.64,0.004407
2020-10-14,1453.49,1255.86,1042.07,533.41,0.004889
2020-10-21,1424.63,1222.54,1009.51,505.38,-0.008998
2020-10-28,1446.49,1249.78,1034.81,526.02,-0.010663
2020-11-04,1437.61,1250.13,1041.5,537.25,-0.011771
2020-11-11,1460.2,1263.0,1051.97,545.17,0.005685
2020-11-18,1443.54,1264.54,1056.56,547.25,0.034355
2020-11-25,1465.6,1271.26,1069.43,564.85,0.017187
2020-12-02,1503.32,1310.45,1106.6,606.89,0.048251
2020-12-09,1525.43,1343.02,1136.38,636.72,0.063357
2020-12-16,1547.14,1348.23,1148.69,658.46,0.066182
2020-12-23,1521.16,1320.98,1123.2,633.06,0.039111
2020-12-30,1558.43,1360.87,1157.83,664.04,0.038475
2021-01-06,1543.31,1365.75,1163.02,668.95,0.016925
2021-01-13,1536.25,1371.88,1170.57,679.91,0.017542
2021-01-20,1502.39,1335.74,1134.51,657.16,0.011174
2021-01-27,1521.61,1352.37,1150.3,659.46,-0.006246
2021-02-03,1544.7,1383.92,1182.7,691.7,0.013304
2021-02-10,1571.12,1406.87,1210.31,703.89,0.025505
2021-02-17,1555.79,1399.86,1199.14,702.5,0.048003
2021-02-24,1597.51,1427.07,1224.38,719.44,0.055236
2021-03-03,1642.63,1469.27,1265.67,741.74,0.061673
2021-03-10,1647.16,1483.75,1275.42,747.54,0.054646
2021-03-17,1637.36,1475.17,1263.96,743.74,0.053798
2021-03-24,1596.91,1432.06,1220.69,683.97,0.003497
2021-03-31,1634.82,1457.69,1230.86,711.69,-0.007881
2021-04-07,1610.15,1457.02,1240.32,712.43,-0.018015
2021-04-14,1626.41,1457.76,1233.32,705.87,-0.011802
2021-04-21,1609.34,1440.67,1222.47,708.1,0.006012
2021-04-28,1653.29,1474.19,1245.29,730.44,0.011319
2021-05-05,1673.9,1509.16,1284.36,760.14,0.035785
2021-05-12,1672.02,1506.23,1281.83,744.19,0.03325
2021-05-19,1642.93,1487.62,1273.0,749.35,0.032589
2021-05-26,1655.67,1483.36,1268.65,737.75,0.00622
2021-06-02,1705.73,1535.58,1320.79,790.64,0.017506
2021-06-09,1697.83,1529.47,1316.47,775.5,0.015429
2021-06-16,1713.73,1544.24,1333.01,787.48,0.038061
2021-06-23,1686.23,1527.85,1317.27,789.31,0.029993
2021-06-30,1755.64,1580.5,1349.14,804.94,0.029253
2021-07-07,1740.07,1585.63,1362.39,803.21,0.036719
2021-07-14,1744.79,1579.31,1355.98,796.82,0.02271
2021-07-21,1690.55,1536.07,1320.91,771.24,0.00538
2021-07-28,1750.8,1579.59,1348.97,781.9,-0.000576
2021-08-04,1741.23,1582.7,1359.0,804.77,-0.001848
2021-08-11,1722.8,1564.33,1338.89,782.13,-0.009485
2021-08-18,1709.26,1556.28,1332.87,785.42,0.013157
