상호,주소,휘발유_편차
차차차주유소,경기 양평군 청운면 설악로 479,8.755135673431896
대일주유소,강원 영월군 북면 원동재로 513,8.757182357547718
청명주유소,경기 남양주시 화도읍 경춘로 1757,8.763639264559568
지정주유소,경상남도 의령군 지정면 함의로 1499,8.765809204691719
대영주유소,충북 진천군 광혜원면 진광로 1436,8.771115027216648
현대3공단주유소,전북 완주군 봉동읍 과학로 842,8.775315623060568
고향주유소,충남 청양군 비봉면 충절로 2139-121,8.783468858798141
동현주유소,부산 영도구 해양로 212,8.78392336594239
합덕농협주유소,충남 당진시 합덕읍 덕평로 424,8.78593667945122
구산동해,경북 울진군 기성면 기성로 103,8.787281895741453
대일주유소,충북 충주시 중원대로 3033 (단월동),8.791154080095733
(주)지디에너지부천고속주유소,경기 부천시 오정구 신흥로 434 (내동),8.791388388281272
남구미행복주유소,경상북도 구미시 왕산로 196 (오태동),8.797596271143348
만남의주유소,경북 상주시 영남제일로 1273,8.798416670200334
서화주유소, ,8.80013113728867
영릉주유소,경기 여주시 능서면 중부대로 2710-16,8.801225034938362
원신주유소,경기 고양시 덕양구 원당로 433 (원당동),8.808121135600334
SC에너지(주)하남풀페이주유소,경기 하남시 감초로 176 (초이동),8.809483634105543
목재단지주유소,인천 서구 염곡로 148 (가좌동),8.809878052867706
벌교주유소,전남 보성군 벌교읍 채동선로 190,8.816164629466362
지에스칼텍스(주)직영진달래점,전남 순천시 백강로 24 (연향동),8.826021897444008
신원주유소,충남 천안시 동남구 충무로 60 (신방동),8.836148836725851
영풍주유소,대전 대덕구 신탄진로 584 (상서동),8.83774229041277
양구농협동면지점주유소,강원 양구군 동면 금강산로 1696,8.84282570056419
하이에너지(주)미성,경기 안성시 일죽면 죽양대로 505,8.846755637557603
시애틀주유소,경기 남양주시 화도읍 북한강로 1438,8.84732016359863
미룡주유소,경남 고성군 삼산면 공룡로 2187,8.852664517103829
흥구석유(주)구미제1주유소,경북 구미시 1공단로 198-9 (공단동),8.855993195957353
임건에너지지점,경기 남양주시 진접읍 금강로 731,8.856029468245293
세광주유소,인천 강화군 선원면 중앙로 205,8.857549841321848
망양주유소,경북 울진군 매화면 망양북로 32,8.857784528015099
늘사랑주유소,경상남도 김해시 인제로 132 (어방동),8.864291666022465
양지현대주유소,경기 용인시 처인구 양지면 중부대로 2608,8.865088008788527
현대오일뱅크㈜직영 석수현대셀프주유소,경기 안양시 만안구 안양로 574 (석수동),8.865570427273076
서세종농협주유소,세종 연서면 함박로 122,8.87243848637369
신세계주유소,강원도 춘천시 동산면 영서로 586,8.878110185647781
하늘에너지(주) 대성주유소,경기 가평군 청평면 경춘로 110,8.88292442500003
인창주유소,부산 사상구 백양대로 683,8.885243846901384
동암주유소,인천 부평구 열우물로 19 (십정동),8.88844417873996
가야주유소,경상남도 함안군 가야읍 가야로 80,8.888886733621224
용당Self주유소, ,8.892215860833778
대소농협주유소,충북 음성군 대소면 대동로 875,8.902873075690973
검창주유소,전북 정읍시 마곡로 4 (수성동),8.912080371225334
현대오일뱅크㈜직영 개나리셀프주유소,강원 춘천시 퇴계로 231 (석사동),8.915034318867537
미리내주유소(주),경기 안성시 양성면 양성로 684,8.919744206952702
은마석유(주) 제일주유소,부산 부산진구 거제대로 84 (양정동),8.923293887978211
계명산주유소,경기도 고양시 덕양구 보광로 198 (벽제동),8.925381939157074
선암주유소,울산 남구 두왕로 74 (선암동),8.92617845901084
(주)대창석유직영남양주유소,전남 목포시 삼학로 142 (산정동),8.935277387884735
(주)한진 정왕IC주유소, 경기도 시흥시 서해안로 584,8.937358818773289
가람주유소,충남 천안시 동남구 목천읍 남부대로 1012,8.940863617430741
백운주유소,전남 구례군 토지면 섬진강대로 4915,8.964898717831579
(주)산호 청정오일주유소,충남 논산시 벌곡면 대둔로 785,8.965973233741812
임천주유소,충남 부여군 임천면 성흥로 8,8.967444971923072
석경제1주유소,경북 포항시 남구 동해안로 5794 (일월동),8.97489856666305
감천주유소,경북 예천군 감천면 충효로 1422,8.975449432190915
대진주유소,경남 진주시 대곡면 덕곡 409-1,8.988752233460453
신김포주유소,경기 김포시 하성면 하성로 247,8.991867152259323
덕현주유소,경기도 가평군 상면 청군로 450,8.998895867916387
우진주유소,인천 서구 가정로 63 (가좌동),8.998989130833758
화남셀프주유소,경북 상주시 화남면 영남제일로 4872,9.007998558249017
신명주유소,전북 전주시 덕진구 초포다리로 191,9.012169848227796
인창,부산 사상구 덕포동 111-1,9.013664086815785
VIP주유소,서울특별시 도봉구  도봉로 596 (창동),9.020023048051634
탄현운성주유소,경기 고양시 일산서구 탄현동 42-3,9.021408467704132
(주)황제성서공단주유소,대구 달서구 성서공단로 379 (장동),9.022839230637166
계림주유소,경기 여주시 대신면 여양1로 527,9.024252340203386
현대주유소,인천 남동구 백범로 85,9.02588523084771
강남대로주유소,서울 서초구 강남대로 206 (양재동),9.026953317532207
기분좋은주유소,강원 강릉시 경강로 1843 (홍제동),9.026993633858842
주문진동해주유소,강원 강릉시 주문진읍 동해대로 4623,9.027851497610014
고흥군수협주유소,전남 고흥군 도화면 중심길 48,9.029958567200266
지에스칼텍스㈜ 대연주유소,부산 남구 수영로 288,9.032295952787175
경신주유소,경북 영천시 영화로 334 (조교동),9.036634598159546
남부주유소,경북 영주시 가흥로 43 (문정동),9.04154420884122
연산주유소, ,9.048618278305531
청운주유소,울산 울주군 상북면 삽재로 72,9.050696989878517
(주)송하 남촌주유소,경기 광주시 초월읍 경충대로 1329,9.052880221300015
호승주유소,부산 사하구 감천항로 20 (감천동),9.057523135806434
태봉셀프주유소,서울 서초구 태봉로 117 (우면동),9.057784653736025
뉴월드주유소,경기도 수원시 영통구 영통로 299 (매탄동),9.060605492086731
남산주유소,충남 금산군 금산읍 금산로 1324,9.061619516262828
양벌현대주유소,경기 광주시 오포읍 양벌로 165,9.06456282811199
GS칼텍스 직영 구암점,대구 북구 구암로 362 (구암동),9.067025048960282
신성주유소,경남 함안군 군북면 장백로 361,9.073231691559519
성진주유소(김제),전북 김제시 동서로 224 (요촌동),9.073797830985228
월석주유소,충남 금산군 진산면 휴양림로 2111,9.081692279219427
(주)남건이앤에스 한영주유소,경기 남양주시 진건읍 양진로 556,9.083700122092678
(주)푸른주유소,전북 정읍시 충정로 519  (공평동),9.083844262236465
단산주유소,경북 영주시 단산면 옥대로 25,9.096142987218316
(주)썬엘 청주(서울)주유소, ,9.107355817209553
신라금관주유소,경북 경주시 건천읍 금척상리길 1-3,9.109597293912147
오림주유소,경기 포천시 내촌면 내진로 224 (내촌면),9.109873789505002
서진주유소,경북 포항시 북구 기계면 기계로 594,9.111283784832175
금산주유소,경남 남해군 이동면 남해대로 1974 (이동면),9.116288591080096
필립주유소,경기 평택시 경기대로 572 (세교동),9.120035532638099
아리랑주유소,전북 완주군 봉동읍 봉동로 712,9.123215178097224
오류주유소,경북 경주시 감포읍 동해안로 2453,9.128314175276989
실전주유소,경상남도 거제시 하청면 거제북로 893,9.132964863797952
영동주유소,경기 용인시 처인구 백옥대로 1309 (유방동),9.133698446088994
늘푸른주유소,전남 순천시 강변로 1039 (가곡동),9.143426709618561
형제주유소,경기 수원시 권선구 수인로 446 (입북동),9.147622594196736
박물관주유소,경기 용인시 기흥구 신갈로 13 (상갈동),9.14855209090975
안골self주유소, ,9.149224980181065
부곡주유소,전남 해남군 황산면 명량로 1142,9.160530362326304
지에스칼텍스(주)직영광양점,전남 광양시 광양읍 순광로 647,9.160686724620568
동화주유소,충남 서산시 안견로 255 (동문동),9.161836613884388
지에스칼텍스(주)직영태안그린점,경기 화성시 효행로 852 (안녕동),9.18069367221409
넘버원주유소,충남 천안시 동남구 목천읍 충절로 986-42,9.182263162003379
지에스칼텍스(주)우리주유소,충남 당진시 서해로 6189,9.18386176672157
행치재주유소,충북 음성군 원남면 충청대로 835,9.185758884797966
번영주유소/충전소,전남 광양시 백운로 978 (성황동),9.185968780129947
(주)의왕아이시디,경기 의왕시 창말로 39 (이동),9.191909558056436
럭키주유소,부산 부산진구 새싹로 230 (초읍동),9.196071330627959
정읍톨게이트주유소,전북 정읍시 벚꽃로 144,9.197845546555389
월드컵현대주유소,대구 수성구 달구벌대로 2938 (연호동),9.201270588706967
동린주유소,울산 남구 산업로 71 (선암동),9.2016115554417
지장주유소,경기 포천시 관인면 창동로1036번길 4,9.202152394957736
SK황금주유소,경기 화성시 향남읍 발안로 605-1,9.224790276902356
가선주유소,충북 영동군 양산면 금강로 1329,9.22980487720936
마금주유소,경남 창원시 의창구 북면 천주로 1097,9.23505217950103
삼육주유소,서울 노원구 화랑로 822 (공릉동),9.236099477557476
대성주유소,전남 목포시 용해동127-114,9.23716193918613
대상주유소,경기 안산시 단원구 순환로 157 (선부동),9.238927958457918
금성제2주유소,전남 고흥군 과역면 우주항공로 3256,9.24006838818714
고속주유소,경상남도 창원시 마산회원구 삼호로 274 (회성동),9.243820334384436
제이제이주유소,경기 시흥시 봉화로 325 (죽율동),9.245978506227086
상모시민주유소,경북 구미시 금오대로 439 (상모동),9.247196124571072
대성주유소,충북 영동군 영동읍 영동황간로 759,9.2475219673873
(주)유창석유엑스포주유소,경북 경주시 외동읍 산업로 2474,9.249443084322628
로얄주유소,전북 군산시 번영로 447-3 (개정동),9.24975819416552
도둔주유소,충남 서천군 서면 서인로 690,9.251823486006218
대산주유소(s), 전라남도 강진군 도암면 강진서부로 520,9.256058689835553
한밭대로주유소,대전 유성구 한밭대로 305 (장대동),9.259790680806725
팔마주유소,전북 군산시 해망로 182 (장미동),9.260932239277894
문화주유소,울산 남구 여천로 71 (야음동),9.26402719405595
김포대성 주유소,경기 김포시 중봉로 37 (감정동),9.266158932403973
우슬휴게주유소,전남 해남군 황산면 공룡대로 1296,9.277269174898208
동명주유소,경북 경산시 화랑로 194 (갑제동),9.277427693047686
(주)동백열정주유소, ,9.28483630607832
집합주유소,충북 음성군 소이면 충청대로 2048,9.2850772761879
덕일주유소,경북 김천시 영남대로 2033 (덕곡동),9.287596879489378
행복한주유소,경기 연천군 군남면 청정로 2176,9.296975977303338
동아주유소,충남 당진시 우강면 당진3거리길 19,9.300873004898508
김천착한주유소,경상북도 김천시 영남대로 1500,9.301539852414663
화암주유소,울산 동구 동진4길 32-3 (방어동),9.304280848919907
내트럭(주)순천사업소,전남 순천시 서면 백강로 614,9.306534300764385
스카이주유소,경기 가평군 설악면 유명로 1335,9.309400568065378
GS칼텍스 중흥점,전남 여수시 여수산단로 765 (중흥동),9.30947967929528
제일주유소,울산 울주군 청량면 온산로 634,9.312176842391949
울산주유소,경북 경주시 외동읍 산업로 2168,9.317760182098818
북전주주유소,전북 전주시 덕진구 기린대로 911 (팔복동2가),9.319034321715007
삼진주유소,경북 포항시 북구 해동로 265 (동빈1가),9.320779487680543
(주)경부에너지부천이화주유소,경기도 부천시 원미구 신흥로 19 (심곡동),9.328631873509675
한솔주유소(SK),광주 광산구 상무대로 378 (신촌동),9.329039639557706
스마트주유소,경기 포천시 군내면 구읍리701-3,9.330883675489618
시티주유소,전북 전주시 덕진구 백제대로 629 (금암동),9.332555708489187
대성산업(주)직영과천주유소,경기도 과천시 중앙로 144 (별양동),9.334952675690618
(주)천자봉주유소,경남 창원시 진해구 웅천로 97(서중동),9.335034991616984
신도주유소,대구 달서구 월배로 94 (진천동),9.341018123605725
오성주유소,전북 고창군 대산면 영대로 1032,9.34450940084537
GS칼텍스(주)해운주유소,부산 해운대구 해운대로 615 (우동),9.346821684342373
대성산업(주)직영고속주유소,서울특별시 서초구 신반포로 222 (반포동),9.350258798139597
흥양농협주유소,전남 고흥군 포두면 우주로 588-1,9.350951837512833
현대주유소,전남 장성군 장성읍 역전로 160,9.356728437895404
삼미상사(주) 신천안IC주유소,충남 천안시 동남구 목천읍 삼성4길 43,9.3639438399832
(주)소모홀딩스칠곡주유소,경기 안성시 원곡면 남북대로 1201-4,9.365827662357638
새희망주유소,충남 당진시 동부로 128,9.366578044798288
행복주유소,충남 청양군 남양면 만수로 1531,9.36753660973203
장수고속주유소,경북 영주시 장수면 장수로 131,9.367537607966433
학촌주유소,경남 사천시 정동면 상정대로 2124,9.370508734658891
대광주유소,충북 옥천군 옥천읍 지용로 305,9.378065293746422
백두산주유소,충남 보령시 대해로 498 (요암동),9.38323052502975
지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,9.389765540586769
목동주유소,서울 양천구 목동중앙로 125 (목동),9.402855080743393
한국광유(주)항구주유소,경북 포항시 북구 삼호로 116 (항구동),9.403196403161784
공단주유소,부산 기장군 정관면 정관로 833,9.404396826947346
(주)비앤에스직영성장주유소,경북 경주시 안강읍 호국로 2191,9.417004001049367
마래주유소,전남 영광군 홍농읍 단덕로 225,9.420891715800835
석불주유소,경기 양평군 지평면 지평의병로 440,9.42244071200946
용전주유소,강원 평창군 용평면 경강로 1930,9.422734112986598
상천네트워크(주)대원주유소,경기 화성시 팔탄면 서해로 1336-8,9.426555884363406
명인주유소,경기도 평택시 경기대로 969 (장당동),9.434042377794633
(주)대경에너지송라주유소,경상북도 포항시 북구 송라면 동해대로 2941,9.435447765841687
서남원IC셀프주유소,전북 남원시 송동면 주송길 25,9.437965586993958
대원주유소,경기 용인시 처인구 백옥대로 1229 (유방동),9.443101925246582
세계주유소,전북 익산시 번영로 2031-2 (목천동),9.445557305571137
아라주유소,경상남도 함안군 가야읍 함마대로 1600,9.446705723461
대덕주유소,전남 장흥군 대덕읍 대대로 981,9.448476829589863
유구농협주유소/충전소,충남 공주시 유구읍 금계산로 477,9.448558982983931
신원주유소,경남 산청군 시천면 남명로200번길,9.455312932772902
대성주유소,경기 안성시 미양로 872 (도기동),9.455665032744538
은혜주유소,인천광역시 서구 백범로630번길 44 (가좌동),9.456522576680745
신월주유소,서울 양천구 신월로 193 (신월동),9.457598035028258
국도주유소,경기 평택시 경기대로 781 (지제동),9.458347776078933
금강주유소,전북 임실군 임실읍 봉황로 213,9.469378050662405
솔티주유소,충남 공주시 충의로 2092,9.47119900567561
유진주유소,충북 증평군 증평읍 하평로 51,9.473011710729798
삼송서진주유소,경기 고양시 덕양구 통일로 226 (삼송동),9.473903635402404
에이제이토탈(주)직영엑스포주유소,대전광역시 유성구 대덕대로 524,9.47798190936055
매화주유소,충북 옥천군 옥천읍 옥천동이로 264,9.478530831699668
현대오일뱅크㈜직영 종합운동장셀프주유소,충남 천안시 서북구 백석로 42백석동),9.481618887714415
광덕주유소,전남 화순군 화순읍 충의로 164,9.484647981588186
GS칼텍스(주)직영미래점,전남 순천시 중앙로 450 (가곡동),9.484952516057648
강산주유소,경기 포천시 가산면 부흥로 296,9.485119315158782
은마셀프주유소,부산 사하구 다대로 532 (다대동),9.490759662022965
하늘주유소,충남 보령시 남포면 충서로 1566,9.49694870126922
이천터미널주유소,경기도 이천시 경충대로 2578 (중리동),9.500728619680842
북삼주유소,경북 칠곡군 북삼읍 인평중앙로 98,9.5080902548442
동아주유소,경북 의성군 북부길 340,9.513666962921398
육일주유소,전북 전주시 덕진구 전미로 28 (송천동2가),9.51443789576915
쌍교주유소(S),전남 담양군 고서면 죽향대로 364,9.517547005170801
서부주유소,경북 구미시 선산읍 김선로 979,9.522165701014957
큰사랑주유소,경기 광명시 금오로 659 (옥길동),9.527015009677012
만남의주유소,경북 상주시 영남제일로 1273 (외답동),9.531518862564077
일죽농협주유소,경기 안성시 일죽면 금일로 298,9.5345439851126
경진주유소,경기 의왕시 경수대로 419 (오전동),9.535783642303512
성원주유소,충북 영동군 영동읍 난계로 788,9.542594505608795
순금주유소,충남 아산시 배방읍 호서로 254,9.54406013740112
(주)창조 정왕IC주유소,경기 시흥시 서해안로 584,9.544564694307345
현대오일뱅크 대일주유소, ,9.548115693317992
지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),9.553387050438271
백두주유소,경기 연천군 청산면 청창로 728,9.559020469324254
GS칼텍스 도루코주유소,서울 성동구 아차산로 180 (성수동2가),9.55951474667217
대포주유소,전남 여수시 소라면 여순로 250,9.567319322083545
군북주유소,충남 금산군 군북면 군북로 492,9.573916530590004
삼계주유소,경남 김해시 김해대로 1796 (삼계동),9.578191252725393
흥양농협남부주유소,전남 고흥군 포두면 우주로 1195,9.578466999236346
(주)성은에너지 제3주유소,부산 사상구 강변대로 412 (엄궁동),9.592344505514076
상동고속주유소,경남 김해시 상동면 상동로 885,9.594365885492213
대원주유소,경북 군위군 군위읍 중앙길 163,9.598405780206068
(주)휴먼타워가산주유소,충청남도 아산시 선장면 아산만로 971,9.609363957597225
미성주유소,전남 나주시 나주로 47 (송월동),9.619841615965646
그린주유소,전북 군산시 개정면 번영로 692,9.625112650600485
도동재주유소,광주 북구 동문대로 410,9.627686966374254
현대오일뱅크㈜직영 민락셀프주유소,경기 의정부시 충의로 91 (용현동),9.629434375468781
하이웨이오일뱅크,인천 중구 축항대로 216 (항동7가),9.62980965866417
동해항주유소,강원 동해시 대동로 263  (송정동),9.635366427216798
롯데주유소,전라북도 군산시 공항로 579 (개사동),9.64391821031884
(주)동양에너지,경기 김포시 대곶면 대명항로 530,9.644591088680414
석산주유소,경남 양산시 동면 석산리 106-3,9.647658836919748
(주)진용에너지,경기 고양시 덕양구 호국로 1693 (벽제동),9.64980770427539
죽장주유소,경북 포항시 북구 죽장면 새마을로 3094,9.650795701021007
오라클코리아㈜ 만세주유소지점,경기 안성시 대덕면 만세로 498,9.651641318876097
천마주유소,충남 천안시 서북구 백석로 248 (성정동),9.654664814927818
대초주유소,경남 창녕군 대지면 본초리 534,9.654679292720422
반석주유소,전북 진안군 부귀면 전진로 2721,9.656191323463778
(주)신접주유소,경기 여주시 북내면 당전로 153,9.656495215346606
용마주유소,경기 평택시 지산로 291 (지산동),9.657831261181544
석교주유소,전북 김제시 백산면 만경로 240,9.658793858442738
동남해농업협동조합남면지소,경남 남해군 남면 남서대로 810,9.662018912169474
거금주유소,전남 고흥군 금산면 거금일주로 166,9.664577375660176
남포주유소,부산광역시 중구 보수대로 62,9.667074099146086
성류굴주유소,경북 울진군 울진북로 111,9.670504546790054
GS칼텍스(주)직영톨게이트점,전북 전주시 덕진구 기린대로 1144 (반월동),9.673190612819523
금호주유소,경남 함양군 안의면 거함대로 1656,9.682132990736855
이화주유소,경기 광명시 오리로 350 (소하동),9.68945379228589
금강주유소,충남 논산시 벌곡면 벌곡로 159,9.694049251675676
대일주유소, ,9.702655934494024
고객사랑주유소,인천 남구 인주대로154번길 8-23  (용현동),9.707915451748068
인창주유소,부산 사상구 덕포동 111-1,9.71522792398205
삼미상사㈜ 청남로셀프주유소, ,9.715499797266304
원당주유소, ,9.720427738047759
능금주유소,충남 예산군 응봉면 충서로 275,9.728460415361665
미래주유소,충북 진천군 문백면 원덕로 115,9.729814981867248
만호터미널주유소,전남 장성군 서삼면 물류로 335,9.736001419315677
빙그레주유소,경남 김해시 한림면 김해대로 926,9.751270468260024
아미산업(독산주유소),서울 금천구 독산로 179 (독산동),9.752954187691353
천일주유소,강원 평창군 진부면 경강로 3406,9.755695816445044
서래봉주유소,전북 정읍시 정우면 정읍대로 2498,9.759299709619388
삼삼주유소,충남 보령시 남포면 보령남로 260,9.760888368481927
푸른주유소,경상남도 함안군 가야읍 가야로 157,9.763598026862063
(주)한라특수화학 터미널주유소,전라남도 여수시 여수산단로 238,9.76482044857922
합천동부농협주유소,경남 합천군 초계면 동부로 1155,9.772309386974019
대천주유소,경기 연천군 신서면 연신로 755,9.773491095453583
동방석유(주)보람주유소,울산광역시 울주군 청량면 온산로 372,9.786773964650292
한들주유소,경기도 김포시 통진읍 김포대로 1937,9.791742820706395
화랑주유소,충북 진천군 진천읍 백곡로 1522,9.797749330524404
전광주유소,경북 김천시 환경로 106,9.802633155097933
용마로주유소,서울 중랑구 용마산로 309 (면목동),9.803527196147497
서문안주유소,인천 강화군 불은면 중앙로 665,9.80367784199559
미리코풍산신도시주유소,경기 하남시 덕풍동로 101 (덕풍동),9.807566833311247
달산고속주유소,경북 영덕군 지품면 경동로 7526,9.810669990242559
남청송주유소, ,9.816884727906734
창공주유소,충남 논산시 광석면 득안대로 2259,9.822508695042389
광명해주유소,전라남도 영광군 군남면 천년로 692,9.82956435220579
대나무주유소,전남 담양군 담양읍 죽향대로 1179,9.8303269678508
옥산주유소,경상남도 창녕군 이방대합로 945,9.831634575863827
유강주유소,경기 고양시 덕양구 화랑로 124  (화전동),9.834276125430046
해태주유소,충청남도 청양군 남양면 충절로 118,9.84533728974468
대불동화주유소,전라남도 영암군 삼호읍 녹색로 822,9.847575841011112
백천주유소,경남 함양군 함양읍 고운로 453,9.84882548316
매일주유소,경남 함양군 수동면 거함대로 526,9.850065749804248
신안주유소, ,9.85445959152284
상삼주유소,전라남도 순천시 해룡면 상성길 262,9.860612093785
황산벌주유소, ,9.865524786881673
공항주유소, ,9.86593566023559
나성주유소, ,9.86653113770578
거창에너지,경기 화성시 팔탄면 마당바위로 113,9.866642724797444
백로주유소,경기 포천시 영중면 호국로 2612,9.866879809532131
내트럭(주) 여수사업소,전남 여수시 여수산단로 140,9.874660792603212
활천주유소,울산 울주군 두서면 반구대로 2348,9.8806338449508
남선석유(주)월송주유소,전남 해남군 현산면 시등리길 89,9.882598594161065
㈜지에스이앤알 문막IC주유소,강원 원주시 문막읍 원문로 1640,9.885282453925518
세일주유소,경북 포항시 북구 소티재로151번길 14 (우현동),9.88838434259979
희망주유소,전남 강진군 강진읍 보은로 94,9.892752845311552
춘양주유소,경북 봉화군 춘양면 의양로 81,9.894967741431664
사림주유소,경남 창원시 의창구 사림로158번길 20-7 (사림동),9.896145481803233
터미널주유소,경기 수원시 권선구 덕영대로 1136  (세류동),9.896626862736985
우리영농조합법인,전북 군산시 개정면 번영로 730,9.902046377863828
천일주유소,경기 의정부시 평화로 10 (호원동),9.902889574396664
미양농협주유소,경기 안성시 미양면 미양로 62,9.906952763926183
계라리주유소,전남 강진군 도암면 해강로 684,9.90874717170865
형제주유소,전남 광양시 옥곡면 신금로 236,9.912943759968348
대홍주유소,충청남도 천안시 서북구 성환읍 천안대로 2358,9.919272331466976
청기와주유소,경기 안성시 삼죽면 서동대로 6102,9.927952186332746
모과나무주유소,경기 용인시 처인구 모현면 포은대로 226,9.930505919446183
내트럭(주)광양황금사업소,전남 광양시 항만대로 200,9.932145969467243
스카이주유소,전북 전주시 덕진구 완주로 55 (호성동2가),9.937976414005917
사리주유소,충북 괴산군 사리면 중부로 367,9.942394988039352
(주)화승에너지 성진주유소,경상남도 김해시 상동면 상동로 351,9.947287867850482
평택농협주유소,경기 평택시 만세로 1649,9.952508843632893
GS넥스테이션(주)일곡주유소,광주 북구 설죽로 358 (오치동),9.956140533743756
KH에너지(주)직영 미산주유소,경기 시흥시 시흥대로 944 (미산동),9.961719081351191
석동주유소,경남 창원시 진해구 진해대로 717 (석동),9.976511089918898
거촌주유소,경기 수원시 장안구 창룡대로 159 (연무동),9.980459331925212
부원주유소,경기 부천시 원미구 부천로 97 (심곡동),9.98437752805734
강남주유소,경북 포항시 남구 오천읍 정몽주로 789,9.98527149074295
도일주유소,경기 평택시 도일로 201 (도일동),9.988393543652796
웅양주유소,경남 거창군 웅양면 웅양로 1475,9.993342110452254
SK호원주유소,경기 평택시 진위면 남부대로 538,9.997323271442633
원일주유소,경기도 양주시 백석읍 부흥로 1024,10.000752129433502
바보주유소,경남 사천시 삼천포대교로 485 (동림동),10.006306024707403
꽃마을주유소,경기 고양시 덕양구 고양대로 1242 (주교동),10.017393121279516
운주사주유소,전남 화순군 도암면 천태로 5,10.017637610164687
SK에너지(주) 복사골주유소,경기 부천시 소사구 경인로 36 (송내동),10.020629034906992
비케이주유소,경남 김해시 상동면 상동로 707,10.026758947165556
가락주유소,경남 김해시 김해대로 2427 (부원동),10.028019171839182
산제주유소,전남 나주시 산포면 세남로 1374,10.031074780788245
남산주유소,강원 강릉시 남부로 136 (노암동),10.037085161669184
세오(주)직영 미래주유소,광주 북구 임방울대로 979 (신용동),10.037544930458381
봉봉주유소,충청북도 음성군 대소면 한삼로 288,10.041044155511257
삼성주유소,경북 영주시 안정면 신재로 640,10.042908190751483
올림피아주유소,강원도 강릉시 경강로 2228,10.057133683821952
진원주유소,전남 장성군 진원면 노사로 485,10.057466310841614
안중농협 청북주유소,경기 평택시 청북읍 신포길 41,10.06725285702926
아이러브대성주유소,경북 경산시 진량읍 공단로 532,10.068605990083695
(주)태광주유소,강원 태백시 태백로 892 (황지동),10.069147765974359
형제주유소,충남 서산시 음암면 운암로 678,10.078097196568786
GS엠비즈(주)정왕IC주유소,경기 시흥시 서해안로 590 (정왕동),10.078984319970484
성일주유소,충남 논산시 연무읍 동안로 1161,10.07944557523358
은혜터미널주유소,인천 남구 봉수대로 54 (도화동),10.080884741851058
여의주주유소,충청북도 제천시 의림대로 328,10.08517511927612
광혜원주유소,충북 진천군 광혜원면 진광로 1436,10.087312634994507
가산주유소,경남 밀양시 부북면 창밀로 3055,10.092672339558371
박달주유소,충북 영동군 용산면 빙벽장길 15,10.093853743233351
금호주유소,전라남도 해남군 산이면 관광레저로 1785,10.095033087880504
88고속주유소,경남 합천군 야로면 가야산로 660,10.105062469483805
백경주유소, ,10.106263119413542
SK네트웍스㈜소사벌주유소,경기 평택시 서동대로 3776 (소사동),10.116387455514992
화천농협주유소, 강원도 화천군 화천읍 상승로 39,10.116726536382826
팽성주유소,경기 평택시 팽성읍 안정로 90,10.123002507961282
하청주유소,경남 거제시 하청면 연하해안로 1724,10.124823604665396
안내주유소,충북 옥천군 안내면 안내보은로 93,10.132831495437715
동방주유소,경북 경주시 산내면 단석로 840,10.135409407931036
대원주유소,대구 북구 원대로 52 (고성동3가),10.136898183943746
학동주유소,전라남도 해남군 해남읍 명량로 2994,10.147558345328537
남정주유소,서울 서대문구 모래내로 243 (남가좌동),10.148561340969797
알찬주유소,전남 광양시 광양읍 인덕로 755,10.149519708562893
삼송뉴시티주유소,경기 고양시 덕양구 고양대로 1960 (동산동),10.151408917552759
세명주유소, 경기도 이천시 대월면 대월로 795,10.151583923211012
제2무궁화주유소,경기 양주시 광적면 부흥로 256,10.161741634582473
대천주유소,대구 달서구 진천로 112 (대천동),10.16334660264548
(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),10.165018253315074
대림주유소,서울 영등포구 도림로 157 (대림동),10.167413649185054
(유)무안으뜸주유소,전남 무안군 현경면 장군로 482,10.169366534792568
남양주유소,전북 전주시 덕진구  반룡2길 8 (팔복동2가),10.172718403391551
창선주유소,경남 남해군 창선면 동부대로 2400,10.184240817341868
기쁨가득주유소,대전 중구 오류로 95 (오류동),10.186962195022303
일로농협주유소, ,10.18785220869367
(주)대성주유소,경기 남양주시 진건읍 금강로 596,10.189034267239805
(주)정오알뜰주유소,전남 순천시 해룡면 여순로 1574,10.191768612447754
아트밸리주유소,경기 포천시 신북면 호국로,10.2045414684847
번암주유소,전북 장수군 번암면 장수로 446,10.205545700991905
산곡주유소,인천 부평구 마장로 144  (산곡동),10.207002514771963
신우주유소,충남 서천군 마서면 장서로 427,10.20723301428594
소문난주유소,충남 천안시 서북구 쌍용대로 274 (성정동),10.215905541961956
진례현대주유소,경남 김해시 진례면 고모로 1,10.218024420184422
남청송주유소,경북 청송군 안덕면 청송로 1864,10.222505484972416
학동주유소,전남 고흥군 도덕면 고흥로 412,10.22494413440303
지에스칼텍스(주)남양주유소,대구 달서구 와룡로 127 (감삼동),10.232837899822222
신안1004주유소,전남 신안군 압해면 압해로 611,10.24527160798511
다솜주유소,전라북도 익산시 선화로 601 (어양동),10.25006223386391
사곡농협주유소,충남 공주시 사곡면 마곡사로 89,10.25013759012694
오성상사(주)터미널주유소,인천 남구 연남로 35 (관교동),10.257322085148706
신하주유소,경기 이천시 부발읍 경충대로 2182,10.2603839898215
