상호,주소,휘발유_편차
경원주유소,인천광역시 남구 경원대로 748 (주안동),-15.180116449631246
가산농협주유소,경기 포천시 가산면 가산로 353,-15.179818972755534
지수농민주유소,경남 진주시 지수면 지수로 454,-15.173964179407987
우리주유소,전남 영광군 영광읍 영광로 638,-15.17355552204421
장석주유소,서울 성북구 돌곶이로 102 (장위동),-15.171690362018955
삼미상사㈜ 청남로셀프주유소,충북 청주시 서원구 현도면 청남로 502,-15.170259354326742
고운님주유소,전남 광양시 광양읍 순광로 486 (광양읍),-15.16951919044777
웅지에너지(주),강원 강릉시 구정면 범일로 23,-15.165202250977135
21세기주유소,광주 남구 서문대로 697 (진월동),-15.164968783542896
대산에너지(주),경남 창원시 의창구 대산면 진산대로 418,-15.157460321732458
코트랜스(주),충남 계룡시 두마면 왕대로 102,-15.15732023407761
삼성주유소,광주광역시 광산구 목련로 246,-15.154592557097285
한국광유(주) 칠곡매천주유소,대구 북구 매천로 149 (매천동),-15.149947156973658
씨앤에스유통신도시 주유소, ,-15.143172816483455
태영주유소,전북 부안군 보안면 청자로 1518,-15.141040495610987
서광주유소,인천 남동구 백범로 471 (간석동),-15.13941552149821
연꽃주유소, ,-15.138171451868548
반가운주유소,경남 김해시 칠산로 457 (흥동),-15.131542297906936
새로운주유소,대전 대덕구 오정로 123 (오정동),-15.125865441577744
척산주유소,강원 속초시 온천로 161 (노학동),-15.122808695296566
다문주유소,강원 원주시 호저면 원문로 437,-15.12179772967085
CJ대한통운㈜ 신송악주유소,충남 당진시 송악읍 북부산업로 987,-15.120958878457078
한마음주유소,경북 영천시 신녕면 장수로 2385,-15.119725708412908
면목동주유소,서울특별시 중랑구  용마산로 401 (면목동),-15.1122624133177
㈜일광에너비스 제2주유소,인천 연수구 비류대로 123 (옥련동),-15.111664736300208
하남농협주유소,광주 광산구 용아로 445,-15.106768875794991
롯데주유소,전북 군산시 공항로 579 (개사동),-15.106570903206055
모악산주유소,전북 완주군 구이면 모악로 3850,-15.105776712805582
일곡주유소,광주 북구 설죽로 358(오치동),-15.103646760748164
오복주유소,전북 전주시 덕진구 온고을로 429 (만성동),-15.100151822538589
시흥버스터미널(주)주유소,경기 시흥시 옥구공원로 225 (정왕동),-15.09269657970608
광라주유소,전남 나주시 건재로 196 (대호동),-15.092534032397683
두무재주유소,경기도 이천시 부발읍 중부대로 2042,-15.091655028918847
신동주유소,서울 서초구 신반포로 301 (잠원동),-15.091625641432852
디씨(DC)주유소,경북 예천군 개포면 경서로 1396,-15.086611997141908
그레주유소,경기도 평택시 진위면 삼남로 712,-15.08493217101279
새아침주유소,경기 안성시 원곡면 청원로 1815,-15.084141720444107
중앙IC주유소,경기도 동두천시 강변로 814 (동두천동),-15.082992273125603
덕릉로주유소,서울 강북구 덕릉로 158 (번동),-15.082829102680627
감문주유소,경북 김천시 감문면 감문로 1071,-15.080819012610878
동일석유(주)장안공원주유소,경기 수원시 장안구 팔달로 227 (영화동),-15.07556342966132
천마산셀프주유소,경북 상주시 외서면 경상대로 3913,-15.07415633093822
행복주유소,경북 군위군 군위읍 경북대로 3091,-15.068792444813305
양지주유소,경남 창원시 의창구 도계로 92,-15.068084214384047
영남주유소,경북 경산시 원효로 338 (평산동),-15.064406882636144
동양산업(주)직영신태평주유소,경기 평택시 고덕면 서동대로 2633,-15.063281275078138
동천주유소,전남 순천시 삼산로 58 (용당동),-15.06257727275326
만물주유소,경상남도 창녕군 창녕읍 창밀로 155,-15.053294276539
명품주유소,충북 충주시 중원대로 3598,-15.050744364664281
양금주유소,경북 김천시  양금로 48 (양천동),-15.049131208570058
새청도농협풍각주유소,경북 청도군 풍각면 송서5길 21,-15.046811963551662
상봉주유소,충북 청주시 흥덕구 오송읍 세종로 2880,-15.03605212871822
CJ대한통운㈜ 석암주유소,전북 익산시 석암로 248 (석암동),-15.034182340002122
원당에너지주유소/충전소,인천 서구 원당대로 1025,-15.032871819368955
신한,경북 문경시 신기3길 10 (신기동),-15.031431659010678
새희망주유소,경북 경주시 안강읍 호국로 2170,-15.027751238521143
밀양셀프주유소,경남 밀양시 밀양대로 1776,-15.02160537566385
서진에너지주유소/충전소,경기 김포시 월곶면 김포대로 2757,-15.015313018974673
지성주유소,경기 화성시 마도면 화성로 726,-15.008744650052229
(주)대창석유직영 공단주유소,광주 광산구 사암로 800 (도천동),-15.005867930355151
안강 I.C 셀프주유소,경북 경주시 안강읍 안강중앙로 300,-15.003280949572309
테마주유소,경상북도 고령군 쌍림면 대가야로 955,-15.00027331648806
남구미 IC 주유소,경북 구미시 낙동강변로 12 (오태동),-14.998658905445826
화성주유소,경기도 화성시 서신면 당성로 269,-14.997579456025846
경기주유소,대구광역시 달서구 당산로 104 (성당동),-14.995977745461053
동부주유소,충남 보령시 대천방조제로 42,-14.9939774265749
하나주유소,대구 동구 공항로 250 (지저동),-14.988685992002054
구옥주유소,경북 포항시 남구 동해안로 5826,-14.988286060962288
수원주유소,경기 화성시 효행로 420 (안녕동),-14.979591929364677
푸른솔주유소, ,-14.972548315092114
농업주유소,전남 나주시 남평읍 지석로 504,-14.967552399976476
춘천농협주유소,강원 춘천시 사우4길 10-1 (우두동),-14.955567425384821
기양주유소,경기 화성시 효행로 211 (기안동),-14.954006280589553
용문주유소, ,-14.953231824663751
까막셀프주유소,경기 오산시 남부대로 40,-14.948964056011013
구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),-14.947290602574206
연화주유소,전북 고창군 해리면 동서대로 114,-14.93846299297726
동명self주유소,경북 포항시 남구 희망대로 871 (해도동),-14.936649737619643
여주농협클린주유소,경기 여주시 세종로 421-7,-14.931626051665559
양산신도시주유소,경남 양산시 동면 양산대로 407,-14.931503483864102
동부고속주유소,경기 의정부시 금신로 91 (신곡동),-14.931303868643008
뉴경안주유소,경기도 광주시 파발로 97,-14.92351331020022
훼미리주유소,대전 서구 도산로 171 (변동),-14.918923067212924
현진주유소,강원 춘천시 춘천로146번길 17-19 (운교동),-14.906824718640571
청도주유소,대전광역시 대덕구 오정로 54 (오정동),-14.894497867511983
한반도농협주유소,강원 영월군 주천면 주천로 1367,-14.883934059573498
동호주유소,서울 동대문구 전농로 121,-14.88134414323105
제이에너지(주)21세기주유소,충북 청주시 서원구 청남로 1937 (미평동),-14.87919367904864
텍사스주유소,경남 고성군 상리면 상정대로 1313,-14.87173349060931
갈마full-pay주유소,경기 광주시 경충대로 2237,-14.87138053886218
(주)남경석유 세영주유소지점,서울 송파구 동남로 298 (오금동),-14.869889684121288
장화주유소,전북 김제시 벽골제로 637 (장화동),-14.86872575170458
미담주유소,인천광역시 계양구 계양대로 108 (작전동),-14.867948833650878
이레주유소,경기도 고양시 일산서구 탄중로 251(탄현동),-14.862062568402775
영광농협주유소,전남 영광군 영광읍 물무로 52,-14.859077948225982
지곡농협주유소,경남 함양군 지곡면 지곡창촌길 14,-14.858025668082298
대신농협클린주유소,경기 여주시 대신면 여양로 1537,-14.84923402211985
파군재주유소,대구 동구 팔공로 376 (봉무동),-14.844784450526443
스마일주유소,경기도 포천시 내촌면 금강로 2183,-14.844747062147746
(주)삼보물류 삼보주유소,강원 강릉시 동해대로 3970,-14.843315634093353
영천제일주유소, ,-14.841032627205093
금성주유소,경남 김해시 분성로 502 (어방동),-14.840702097069904
승학주유소, ,-14.836297297854445
동림주유소,광주 북구 북문대로 253,-14.832831791803557
스타주유소,경기 평택시 안중읍 서동대로 1941,-14.827775341906152
동창베스트(주)동창주유소,경기 구리시 동구릉로 290 (인창동),-14.825460899189832
주)구송에너지,경기 파주시 교하로 499 (동패동),-14.816325937817208
현대오일뱅크㈜직영 남대구IC셀프주유소,대구 달서구 성서공단로 372 (월성동),-14.811589775772816
지에스칼텍스(주)울산역주유소,울산 남구 산업로 677(삼산동),-14.810701851598711
동원제2주유소,서울특별시 도봉구 도봉로 783,-14.81014981136253
조은기름주유소,충남 천안시 서북구 입장면 망향로 1237,-14.810033106514943
유진주유소,경기 화성시 주석로 304 (북양동),-14.802507726513525
은진주유소,충남 논산시 은진면 시민로 7,-14.800780623631066
(주)지엘특수유남포항IC주유소,경북 포항시 남구 오천읍 냉천로 430,-14.795025180605547
드림주유소,경기 양주시 백석읍 부흥로 991,-14.787925110192102
신북주유소,전라남도 영암군 신북면 예향로 2605,-14.784720257490779
봉암주유소,세종시 연서면 세종로 1899,-14.783504585609009
동해태양주유소,경북 포항시 북구 흥해읍 동해대로 1936,-14.78040161682378
일신주유소,전남 목포시 산정로 122  (산정동),-14.774573378048963
동명주유소,인천 남동구 경인로 752 (간석동),-14.773787401315882
용덕주유소,경북 포항시 남구 오천읍 정몽주로 624,-14.769525203284072
삼동주유소,울산 울주군 삼남면 삼동로 64,-14.769509533608915
우리사랑주유소,경기 파주시 교하읍 파주로 65,-14.764003438737776
동일주유소,대구 수성구 동대구로 112 (황금동),-14.762330868037752
일광주유소,경북 문경시 경서로 119 (점촌동),-14.7575640283229
현대오일뱅크(주)직영 호성주유소,전북 전주시 덕진구 초포다리로 91,-14.757417913128334
내트럭(주) 김해사업소,경남 김해시 진영읍 김해대로 243,-14.747056253655272
(유)동원제2주유소,전북 익산시 무왕로 1700 (덕기동),-14.739023732956491
SK 무지개주유소,광주 남구 독립로 24 (백운동),-14.736984659868387
(주)하주에너지 수유동주유소,서울 강북구 도봉로 395 (수유동),-14.729047170025545
선인주유소,경남 사천시 동문로 98,-14.7262636428035
금룡주유소,부산 강서구 가락대로 1361 (봉림동),-14.724399716940793
미로주유소,강원 삼척시 미로면 강원남부로 3593,-14.723580349518778
삼경주유소(주),강원 삼척시 동해대로 4298  (갈천동),-14.71541947006969
지에스칼텍스(주)송능주유소,경기 남양주시 진건읍 진건오남로 405-10,-14.714862241241157
횡성농협 유현지점주유소,강원 횡성군 서원면 경강로 800,-14.712401315146545
동방주유소,경기 평택시 경기대로 1624 (신장동),-14.711581195942701
늘푸른주유소,경북 포항시 남구 연일읍 동해대로 534,-14.707810402752283
서진주주유소,경남 진주시 서장대로 181 (이현동),-14.704103616535217
동화주유소,경북 영덕군 축산면 축산항길 6,-14.699871223937688
매봉주유소,충북 청주시 서원구 현도면 청남로 193,-14.699741275658823
갑사주유소, ,-14.696825623949845
낙하I.C주유소,경기 파주시 탄현면 엘지로 635,-14.688992903286106
차주유소,경남 김해시 장유면 장유로 71,-14.688045816509074
이섬 제2주유소,경기 고양시 일산동구 고봉로 719 (설문동),-14.686830182546638
금강주유소,경기 양주시 부흥로 1643,-14.68645391366523
풍기주유소,경북 영주시 봉현면 신재로 860,-14.685799806994652
효자주유소,전북 전주시 완산구 서원로 167,-14.685267525600656
문화주유소,경남 진주시 집현면 진산로 997,-14.680458549121333
송곡주유소,충남 공주시 반포면 송곡로 217,-14.677965609734116
대륙주유소,강원 영월군 한반도면 강원남로 140,-14.674706678208914
참별주유소,경북 성주군 대가면 참별로 1818,-14.67400744019843
다현주유소,충청남도 금산군 대둔산로 133,-14.672149299446474
(주)천산제3주유소,서울 광진구 중곡동동일로 435,-14.66820421027043
회원주유소,경남 창원시 마산회원구 회원동33길 13,-14.65686399307105
파천주유소, ,-14.655025384452818
아우토반주유소,강원 원주시 소초면 북원로 3110,-14.651671069597489
주식회사24시주유소,강원 강릉시 경강로 1935 (홍제동),-14.649536250785921
빛이나는주유소,전남 여수시 율촌면 여순로 826,-14.648055183025038
고객행복(주)하가주유소,전북 전주시 덕진구 가리내로 184 (덕진동1가),-14.64676425988654
상일주유소,경기 고양시 덕양구 혜음로 240 (벽제동),-14.646285717631963
덕영에너지 영천주유소,경북 영천시 영천아이시로 40 (봉동),-14.645592155539847
㈜케이알산업 홍성(상)주유소/충전소,충남 홍성군 은하면 서해안고속도로 220,-14.642699702562508
(주)성서아이씨주유소,대구 달서구 달구벌대로 1395 (용산동),-14.637625954292826
돌바우주유소,강원 인제군 북면 미시령로 979,-14.63371813299933
남선석유(주)햇님주유소,광주광역시 광산구 용아로 340-1,-14.63046075480796
대림에너지주유소,경기 남양주시 진접읍 금강로 1667,-14.624343416224772
홍유능주유소,경기 남양주시 경춘로 928 (금곡동),-14.621976556104176
운덕주유소,전북 김제시 용지로 3 (상동동),-14.620255166181805
지에스칼텍스(주)금당주유소,전남 순천시 순광로 34 (조례동),-14.611382164013696
대경주유소,부산광역시 기장군 일광면 기장대로 1037,-14.60575417288515
(주)구미화물터미널주유소,경북 구미시 낙동강변로 61 (오태동),-14.605102804715719
영암에너지,경남 진주시 명석면 진주대로 2248,-14.60063658282053
(주)광안상사지점 중앙주유소,충청북도 제천시 봉양읍 북부로 1082,-14.597692917383824
[SELF]GS칼텍스(주)다운타운주유소,울산 남구 화합로 61 (야음동),-14.591853919634355
현대주유소,경기도 용인시 처인구 중부대로 1092,-14.588565069956696
코끼리주유소,충북 제천시 송학면 북부로 3392,-14.579009831333842
신도시주유소,경북 경산시 하양읍 대경로 58,-14.577601419257405
대통령주유소,전북 남원시 춘향로 266 (용정동),-14.577307156856573
(주)태영유업 독산고개,서울 금천구 시흥대로 484,-14.57043287221085
도연주유소(주),서울특별시 성동구 동일로43가길 6 (송정동),-14.570283535690184
세일주유소,강원 강릉시 연곡면 남평길 3,-14.568820517865138
SK장락주유소, ,-14.568265950760557
운천주유소,광주 서구 상무대로 758,-14.556285624958647
도내동주유소,경기 고양시 덕양구 중앙로 316  (도내동),-14.55379663802155
㈜효창에너지직영3주유소,경기도 화성시 팔탄면 3.1만세로 784,-14.5508794664431
하림주유소,전북 익산시 여산면 여강로 231,-14.546770632938872
광신석유(주)직영 구평주유소,부산 사하구 서포로 61,-14.543060427582462
신삼랑진주유소,경남 밀양시 삼랑진읍 상삼로 532,-14.540359285520289
성동IC주유소,경기 파주시 탄현면 새오리로,-14.539302341605474
남쪽주유소,전남 순천시 해룡면 여순로 1594,-14.539179078771904
(주)북정주유소,경남 양산시 양산대로 1101 (북정동),-14.538764003314212
삼성주유소,경남 밀양시 밀양대로 1746-4 (삼문동),-14.538173699696346
은계셀프주유소, ,-14.531171666531918
행복주유소,경기 구리시 벌말로 90 (토평동),-14.529420359395877
염치농협주유소,충남 아산시 염치읍 아산로 321,-14.528144073048226
(주)공간에너지, ,-14.52528145786029
지에스칼텍스(주)다대주유소,부산 사하구 다대로 377 (장림동),-14.524401831159157
새재주유소,경북 문경시 문경읍 문경대로 2403,-14.52339277431767
서면주유소,부산 부산진구 중앙대로 651 (부전동),-14.518681934232072
㈜케이알산업 홍성(하)주유소/충전소,충남 홍성군 은하면 서해안고속도로 221,-14.514265362084554
음성셀프주유소,충북 음성군 음성읍 충청대로 1235,-14.514148394497338
남방셀프주유소,경기 양주시 녹양로 221 (남방동),-14.50551489275141
서신농협주유소,경기 화성시 서신면 궁평항로 1705,-14.503287107869484
지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),-14.493624937523064
나들목주유소,경남 김해시 주촌면 소망길 149,-14.488195117727095
안성마춤주유소,경기 안성시 죽산면 서동대로 6725,-14.485551609508711
삼마치약수주유소,강원 횡성군 공근면 영서로 1072,-14.482862626709519
무을농협주유소,경북 구미시 무을면 문화마을길 7,-14.482776399318514
뉴태성주유소,경북 구미시 고아읍 선산대로 211,-14.48203215684202
충무주유소,충남 논산시 채운면 동안로 281,-14.479492269064728
고려주유소,부산 금정구 반송로 400 (서동),-14.472410162426804
할렐루야주유소,경기 화성시 정남면 만년로 354,-14.472142420468193
공성농협주유소,경북 상주시 공성면 남상주로 275,-14.469368722395568
(주)대창석유직영 운수주유소,광주 광산구 동곡로 846 (운수동),-14.462006689912025
옥룡주유소,전남 광양시 옥룡면 신재로 323,-14.46137943043488
돌산주유소,전남 여수시 돌산읍 평사로 646,-14.454348774026625
사당제일,서울 동작구 사당로 234  (사당동),-14.44696608743691
아시아에너지,전남 순천시 해룡면 여순로 1286,-14.446518000820186
해오름셀프주유소, ,-14.44569344579437
한밭대앞Self주유소,대전 유성구 학하서로 111 (덕명동),-14.445493541801557
대성산업(주)연일공단주유소,경북 포항시 남구 연일읍 철강로 105,-14.440360055634773
현대오일뱅크㈜직영 울산대교셀프주유소,울산 동구 봉수로 221 (화정동),-14.438580951336256
풍각주유소,경북 청도군 풍각면 헐티로 192,-14.436971603716902
호대종일주유소(H)c,광주 광산구 어등대로 473 (선암동),-14.433755346178522
안일주유소,경기 평택시 안중읍 서동대로 1736,-14.426222399720006
신화직영주유소,대전 대덕구 대덕대로 1500 (목상동),-14.42315080855302
덕영에너지IC주유소,경북 영천시 영천아이시로 29 (봉동),-14.42183796891988
동서남북주유소,충청북도 증평군 증평읍 중부로 2641,-14.420313946778533
천마2주유소,전북 전주시 덕진구 동부대로 1021 (송천동2가),-14.404879536313214
화명주유소, ,-14.397168905751405
성동에너지㈜ 장한주유소,경기 포천시 영중면 호국로 3060,-14.395157319212736
이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),-14.393554965265315
장군주유소,충남 서천군 장항읍 장산로 622,-14.393095547084606
오일주유소,인천광역시 남동구  호구포로 806 (구월동),-14.391218772035772
신공단 주유소,전북 익산시 석암로 68 (용제동),-14.382286924166124
착한에너지주유소/충전소,경기 포천시 가산면 부흥로 656,-14.381883622283059
삼미상사(주) 고강주유소,경기 부천시 오정구 역곡로 560 (고강동),-14.378037880325063
새한주유소,충청북도 충주시 산척면 충원대로 1545,-14.377085082150426
만세주유소,인천 서구 경명대로 705  (공촌동),-14.372367698342057
푸른주유소,경기도 안성시 삼죽면 서동대로 6423,-14.36793961671288
GS칼텍스(주)평화점,경기 수원시 팔달구 경수대로 659 (지동),-14.367889886275739
중앙주유소,광주광역시 북구 서방로 12 (중흥동),-14.355601532455019
구도일주유소 대송햇살,경북 포항시 남구 대송로 23,-14.344061186729586
주식회사동구,경기도 용인시 처인구 양지면 중부대로 2454,-14.343657643640315
칠산주유소,전남 영광군 백수읍 백수로 1067,-14.342367374426649
달성공원주유소,대구 중구 달성로 115,-14.335966953421483
(주)대현유통 횡성(인천방향)주유소,강원 횡성군 안흥면 영동고속도로 153-1,-14.334535526817373
지에스칼텍스(주)송악IC주유소, ,-14.333245831898004
서마산IC주유소,경남 창원시 마산회원구 삼호로 248,-14.329068323701932
백산주유소,경남 통영시 용남면 견내량로 29,-14.328322019743613
익산전인주유소,전북 익산시 망성면 익산대로 2802,-14.32600286985798
삼동주유소,울산 울주군 삼동면 삼동로 64,-14.325872241251952
백봉령주유소,강원 정선군 임계면 서동로 5584,-14.325476938337106
천지주유소,충남 공주시 정안면 차령로 3270,-14.31914597498287
하남만남주유소/충전소,경기 하남시 중부고속도로 117-1,-14.318261940776077
공단로주유소,경남 창원시 마산합포구 진북면 진북산업로 240,-14.317680916585806
두꺼비주유소,충북 제천시 청풍호로 347 (산곡동),-14.311559234455878
삼기주유소,경기 양주시 평화로 1772 (회정동),-14.309207971303776
동명주유소,강원 강릉시 사천면 동해대로 3970,-14.308236923302575
행복주유소,울산 울주군 청량면 온산로 352,-14.305015465626047
농남주유소,경북 김천시 농소면 농남로 412,-14.30489414856941
구암주유소,대구광역시 북구 구암로 340 (구암동),-14.301262233670068
자이주유소,전북 익산시 동서로 500 (어양동),-14.29785036852437
식사주유소,경기 고양시 일산동구 고양대로 1137 (식사동),-14.294758376562188
구도일주유소 삼성,전북 익산시 선화로 265 (남중동),-14.291912647398911
차사랑주유소,충남 서천군 마서면 금강로 1128,-14.291335828405407
㈜대창석유직영 매일주유소,광주 광산구 동곡로 852 (운수동),-14.285862147617436
용인에너지프라자,경기 용인시 처인구 양지면 중부대로 2454,-14.283236448564487
지에스칼텍스㈜ 세종청사주유소,세종특별자치시 보듬5로 6,-14.282889181948224
웅촌구도일주유소,울산 울주군 웅촌면 웅촌로 504,-14.282481270185095
백마주유소,강원 동해시 대동로 261-28 (송정동),-14.281835035680619
백송주유소,전북 완주군 구이면 구이로 623,-14.28101872278551
(주)성원에너지,충북 청주시 서원구 남이면 연청로 1288-7,-14.270413844961057
애플주유소,경기 광주시 오포읍 양벌로 55,-14.269918511351216
세준주유소,경기도 광주시 곤지암읍 경충대로 524,-14.26719079047967
한진기업주유소,경북 포항시 남구 정몽주로 856 (청림동),-14.264034766181869
완도농협약산지점,전남 완도군 약산면 약산로 405,-14.259782512968348
지에스칼텍스(주)부천고속주유소,경기 부천시 오정구 신흥로 434 (내동),-14.247440450784696
북부농협주유소,전남 보성군 복내면 송재로 1792,-14.246651050487584
(주)두영석유열린주유소,울산 중구 태화로 164,-14.237820657178544
현대오일뱅크삼원주유소,충청북도 충주시 중원대로 4020,-14.23486929835701
백마산주유소,충북 음성군 원남면 충청대로 744,-14.23469695795347
㈜소모에너지 안산하이웨이주유소,경기 안산시 상록구 안산천서로 263,-14.233496683940263
지에스칼텍스(주)직영봉담신도시점,경기 화성시 봉담읍 동화역말길 63,-14.224691339535614
큰나무주유소,경기 광주시 이배재로 140 (회덕동),-14.21741299148841
태양주유소,인천시 서구 중봉대로 378(원창동)[B373],-14.214931103238433
생수주유소,전북 익산시 무왕로 1763 (덕기동),-14.21285616665748
중앙주유소,전북 김제시 봉남면 봉남로 507,-14.212711213295012
(주)경원네트웍스 경원주유소,경기 용인시 처인구 양지면 중부대로 1946,-14.21161527202887
장승배기주유소, ,-14.199599095274207
덕웅주유소,경북 구미시 고아읍 문성리 432,-14.19430069345699
세동석유(주)진천주유소,충북 진천군 진천읍 문화로 192,-14.191919071307094
제이엠9주유소,경북 상주시 북상주로 3 (만산동),-14.189875703715478
동원주유소,경기 고양시 덕양구 흥도로 270,-14.187341280555021
명지산주유소,경기 가평군 북면 가화로 687,-14.181547003624791
서산주유소,충청남도 서산시 서해로 3961 ',-14.176701657227458
중화농협-화북,경북 상주시 화북면 문장로 1725,-14.173630603791748
삼거리주유소,전라남도 순천시 서면 순천로 635,-14.170214217107922
인동명품주유소,경북 구미시 검성로 9 (인의동),-14.170116166287581
GS칼텍스(주)직영이동점,경북 포항시 남구 이동 24-26,-14.169177486158597
신일주유소셀프,부산 서구 구덕로 273 (서대신동1가),-14.169053618249922
계룡대주유소, ,-14.166312475403402
호평첨단주유소,경기 남양주시 늘을1로 161 (호평동),-14.163021655368254
부대동주유소, 충청남도 천안시 서북구 천안대로 1166,-14.161862037723026
행복주유소,경남 고성군 거류면 동해로 446,-14.159751140975377
덕진주유소,전남 영암군 덕진면 예향로 1865,-14.159577557906239
유진주유소,충남 아산시 신창면 온천대로 846,-14.156861394744903
태종에너지 대지주유소,경남 김해시 김해대로 2733 (불암동),-14.156077004460661
매봉주유소,경기 포천시 내촌면 금강로 2022,-14.155764664964154
화물고속주유소,경상남도 의령군 가례면 홍의로 261,-14.155455618718761
현대오일뱅크㈜직영 법원앞셀프주유소,경북 포항시 북구 신덕로 257,-14.155178164353572
빛그린주유소,광주 광산구 영광로 3797,-14.15365855167087
춘향주유소,전북 남원시 사매면 춘향로 735,-14.148631726107311
정원주유소,전남 순천시 백강로 46 (연향동),-14.143260318874916
금호주유소,충북 증평군 증평읍 광장로 247,-14.139164544972422
골든타임주유소,전남 여수시 덕양로 180 (화장동),-14.12436839472656
모곡주유소,경기 평택시 경기대로 927 (모곡동),-14.124107466122664
동부주유소,경북 경산시 원효로 108,-14.115461188952736
(주)현우 흥진제1주유소,전남 여수시 좌수영로 415 (미평동),-14.110965040293944
현대오일뱅크㈜직영 연산셀프주유소,부산 연제구 중앙대로 1179 (거제동),-14.110165736689527
동광주유소,경북 경주시 태종로 731 (노서동),-14.108105681126874
평화주유소,전북 군산시 백릉로 37 (경암동),-14.108091437949042
주식회사 샤인주유소,경기 화성시 경기동로 527,-14.104947203998286
두바이주유소,경남 김해시 진례면 서부로 914,-14.102707409312442
지에스칼텍스(주)오류점,인천광역시 계양구 장제로 1456 (오류동),-14.100349417546264
센트럴주유소,서울특별시 도봉구 도봉로 635 (쌍문동),-14.096498956714079
창현주유소,대전 서구 계백로 838 (관저동),-14.095442644038979
동진주유소,전북 군산시 미원로 57 (삼학동),-14.09392194083339
백제주유소, ,-14.089183713563026
황간(상)주유소,충북 영동군 황간면 회포1길 65,-14.08796030513079
금성주유소,충남 논산시 계백로 1155 (덕지동),-14.087786118530055
화동주유소,경북 상주시 화동면 이소3길 45,-14.085316587882991
새마을금고주유소,강원 속초시 동해대로 4232 (교동),-14.080548228774022
중도석유(주)금성주유소,충북 청주시 흥덕구 직지대로 650,-14.078946736591433
에스앤에프오일(주) 백승주유소,경남 김해시 장유면 금관대로 745,-14.070437908798677
행정타운주유소,경기도 화성시  시청로 275 (무송동),-14.068021651064868
삼보숭의주유소, ,-14.065542441360089
(주)이엘에스 양변주유소/충전소,경기 안성시 미양면 211-0,-14.063341269294162
신사주유소,경기 의정부시 호국로 937 (가능동),-14.05824414323469
KK(주)장성중앙주유소,경북 포항시 북구 새천년대로 1196,-14.05587680052907
신일주유소,경북 상주시 내서면 낙서길 68,-14.05520096038999
SO대동주유소,부산 북구 금곡대로 70 (덕천동),-14.052361828030728
나눔주유소,전북 전주시 완산구 안행로 65 (효자동1가),-14.05200336596807
로드주유소(현대),경남 김해시 장유면 부곡로 63,-14.052000837425876
현대오일뱅크드림주유소,광주 서구 천변좌하로 160 (치평동),-14.046340199510356
계화농협주유소,전북 부안군 계화면 간재로 381,-14.042496425705671
형제주유소,전북 익산시 익산대로 620 (신용동),-14.042232104919215
SK에너지(주) 서해로셀프주유소,경기 화성시 팔탄면 서해로 962,-14.041449810866386
(주)명진제1주유소,인천 서구 경명대로 420,-14.035667713242791
가장공단주유소,경기 화성시 정남면 가장로 405,-14.033018928203745
SK대성주유소,경기도 의정부시 금신로 153 (신곡동),-14.032992857130541
e-서울제2주유소,경기도 광주시 경충대로 2130 (중대동),-14.02176329287029
(주)부자충주(상)주유소/충전소,충북 충주시 중앙탑면 중부내륙고속도로 230-1,-14.020446972266065
대박주유소,경기 화성시 남양성지로 17,-14.019595512658995
성도주유소,부산 북구 낙동대로 1642,-14.015190843237662
사랑셀프주유소,경기 파주시 탄현면 평화로 657,-14.009277815774256
서림주유소,전라북도 부안군 상서면 부안로 2072,-13.999496791789232
세일주유소,경기 화성시 정남면 서봉로 1081,-13.99932075018256
터미널주유소,전남 여수시 좌수영로 276 (오림동),-13.998893879576247
현대오일뱅크㈜직영 봉담셀프주유소,경기 화성시 봉담읍 삼천병마로 862,-13.98998038353278
만남주유소,전남 여수시 화산로 134 (선원동),-13.986866558495212
명성주유소,경북 경산시 원효로 210 (사동),-13.980205842850932
가득주유소,울산 북구 효암로 312  (연암동),-13.974491909263781
염치주유소,충청남도 아산시 염치읍 아산로 559-12,-13.96389519546312
아빠주유소,경기 김포시 월곶면 월하로 209,-13.96300074757178
하은상사주유소,인천 강화군 길상면 해안동로 75,-13.962849717217818
광장주유소,강원 춘천시 효자로 150 (효자동),-13.953600895061479
정연주유소,충청남도 천안시 동남구 목천읍충절로 897,-13.953384586942922
송정농업협동조합,광주 광산구 송도로 295 (송정동),-13.95178112172142
남북대로주유소,경기 안성시 양성면 남북대로 2035,-13.951157980566322
대경에너지(주)행운을주는주유소,경기 이천시 호법면 중부대로 915,-13.950248424752367
서안성IC주유소,경기 안성시 원곡면 남북대로 1035,-13.949585952979742
대한주유소,경남 창원시 의창구 남산로9번길 16,-13.94847151853423
동성주유소,전남 여수시 무선중앙로 98 (선원동),-13.947720157052501
(주)삼호에너지 서파주유소,경기 포천시 내촌면 금강로 3140,-13.947266111318497
화이트주유소,전북 전주시 덕진구 배미실로 21 (호성동1가),-13.943216690884498
상패IC주유소,경기도 동두천시  삼육사로 733 (상패동),-13.939271305995293
굳모닝주유소,인천 서구 염곡로 252 (석남동),-13.938808016265835
운남주유소(S),광주 광산구 하남대로 364 (신가동),-13.933365021983098
산이농협주유소,전남 해남군 산이면 산이로 1326,-13.930418059781259
