상호,주소,휘발유_편차
행복한아침주유소,충남 아산시 신창면 서부북로 331,45.10710269823378
안녕그린주유소,경기 화성시 효행로 852 (안녕동),45.071723989036684
희진주유소,제주특별자치도 서귀포시 성산읍 일주동로 5160,45.068063805180174
송산주유소,충남 당진시 송산면 송산로 302,45.0552275264251
대청주유소,서울특별시 영등포구 가마산로 328 (대림동),45.04209947017183
대박주유소,충북 청주시 상당구 쇠내로 133 (금천동),45.033408271258345
동백주유소,경상남도 거제시 옥포대첩로 343 (덕포동),45.02357722893225
멋다리주유소,강원 평창군 방림면 서동로 1141,44.997854834917085
홍산주유소,충남 부여군 홍산면 홍산로 62,44.98686220931077
(주)화성터미널주유소,경기 안산시 상록구 충장로 431 (성포동),44.95910663898722
남여주주유소,경기 여주시 웅골로 186,44.948842965001866
동백IC주유소,경기 용인시 기흥구 동백죽전대로 560 (동백동),44.93405770332623
신성주유소,경기 화성시 마도면 화성로 930,44.930302716233996
청풍주유소,충북 제천시 청풍면 청풍호로 2173,44.92377906490691
남척주유소(함양),경남 함양군 함양읍 고운로 94,44.91669088802465
경일석유(주)하남만남주유소/충전소,경기 하남시 천현동 181-20,44.91580113052803
만선주유소,광주 광산구 임곡로 795 (도천동),44.91152258462597
(주)강남산업,경기 안양시 동안구 시민대로 110 (호계동),44.894500627264826
신월주유소,전라남도 무안군 운남면 신월로 558-14,44.89230882591226
뛰뛰빵빵주유소,경기 이천시 호법면 이섭대천로 866,44.89082901792593
강산주유소,충북 보은군 보은읍 남부로 4713-3,44.85742896239892
터치주유소,경기 고양시 일산서구 송산로 194,44.83976018198126
허브관광주유소,전라북도 남원시 원천로 45 (신촌동),44.7895319705147
중앙주유소,제주 제주시 구좌읍 구좌로 74,44.76696077772193
(주)언남에너지통도사주유소, ,44.764187013092396
송청주유소,강원 양구군 양구읍 중심로 7,44.74176513142849
새일주유소,전북 익산시 군익로 451,44.698213161819616
미추홀주유소,인천 연수구 비류대로 123 (옥련동),44.696972964820155
SK자은주유소,경남 창원시 진해구 진해대로 965 (자은동),44.69535706679955
마도공단주유소, ,44.69490509570294
(주)잠실에너지,서울 송파구 송파대로 442 (송파동),44.69075469137623
옥동주유소,경상북도 안동시 경북대로 382 (옥동),44.68671233587276
선사주유소,서울 강동구 고덕로 82,44.67524881717858
내촌주유소,경기도 포천시 내촌면 포천로 486,44.652181171660665
㈜경기고속직영광릉내주유소,경기 남양주시 진접읍 경복대로 499,44.62883125143999
우리주유소,경남 밀양시 밀양대로 1976 (내이동),44.626025981131335
서부주유소,경남 함양군 함양읍 함양로 1038,44.61339706697333
대섬주유소,제주특별자치도 제주시 조천읍 신촌11길 5,44.61183287347412
마영주유소,경기도 안성시 미양면 신두만곡로 613-3,44.588364204147595
아이시디 햇살주유소,경남 양산시 물금읍 제방로 229,44.57920729153431
계성주유소,경기 부천시 소사구 범안로 167 (계수동),44.576779940207715
비발디에너지주유소,강원 홍천군 서면 한서로 1917,44.575126200254395
서부관광주유소,제주특별자치도 제주시 노형로 148 (해안동),44.55997849340348
도남관광주유소,경남 통영시 도남로 78,44.55738556063667
전라주유소,전북 부안군 행안면 번영로 27,44.54771908416355
인주만주유소,충남 아산시 인주면 아산만로 1614,44.54392260299987
SK에너지(주)강릉주유소,강원 강릉시 강릉대로 432 (포남동),44.53891235692175
sk네트웍스(주)행복날개주유소,경기도 의정부시  동일로 725 (금오동),44.5102800262876
GS칼텍스 (주)새터주유소,충북 청주시 상당구 새터로 203 (사천동),44.50939923006092
난산입구주유소,제주도 서귀포시 성산읍 일주동로 5058,44.5050727553353
송석주유소, 전라남도 화순군 이양면 학포로 1085,44.49649429536345
공단주유소,경북 구미시 수출대로 106,44.47686620363689
동귀주유소,제주특별자치도 제주시 애월읍 일주서로 7092,44.4459093813361
대덕LPG충전소,경상남도 창원시 의창구 대산면 진산대로 630,44.41445078114895
석포주유소,경북 봉화군 석포면 석포로 121,44.40499502504186
구갈 대경 주유소,경기 용인시 기흥구 중부대로 551 (구갈동),44.39884413055685
강북솔샘주유소,서울특별시 강북구 솔샘로 331 (미아동),44.397862077285716
차사랑주유소,충남 아산시 외암로 1379 (읍내동),44.384576572460055
동산주유소,경남 밀양시 무안면 창밀로 2405,44.37990902644442
인항주유소,인천 중구 축항대로 159,44.37111624741536
강정천주유소,제주 서귀포시 이어도로 634 (강정동),44.37004803311986
신동주유소,강원 춘천시 신동면 순환대로 316,44.367254081247296
도암주유소,충남 당진시 송악읍 조비실길 43-26,44.352954616129615
우계주유소,경상북도 예천군 예천읍 충효로 661,44.3478508090684
(주)성원주유소,경기 포천시 군내면 청군로 3133,44.3241496388871
마리나타운주유소, ,44.32272412527596
대성산업(주)대성주유소,서울특별시 은평구 통일로 642 (녹번동),44.253320022629396
대청봉주유소,강원 속초시 설악산로 441 (도문동),44.240795118244165
강산주유소,강원 원주시 천사로 82 (단계동),44.24078879948295
명품주유소,경기도 파주시 적성면 청송로 978,44.238386392035046
목련주유소,충북 청주시 서원구 무심서로 451 (사직동),44.23344678338019
주식회사한마음석유역전주유소,대전광역시 동구 대전로 837(정동),44.22845902960673
동부주유소,대구 동구 효신로 7 (신천동),44.227101276326565
이천동신주유소,경기 이천시 경충대로 2734 (관고동),44.22154890257525
한림주유소,경남 김해시 한림면 한림로 423,44.21978595771726
속사주유소,강원 평창군 용평면 운두령로 13,44.209679125712185
대광주유소,강원 횡성군 둔내면 경강로 4605,44.20424640644852
(주)설악주유소,경기 가평군 설악면 유명로 1711,44.19714148647573
현대오일뱅크(주)연북로주유소,제주특별자치도 제주시 연북로 524 (아라일동),44.18617653848034
대길주유소,경남 함안군 칠원면 운무로 107,44.17240504039261
기흥주유소,경기 용인시 기흥구 중부대로 519 (구갈동),44.16599249664204
태양주유소,충북 청주시 흥덕구 2순환로 864 (외북동),44.15772595176221
성석주유소,경기 고양시 일산동구 성현로 131 (성석동),44.15574629209955
주식회사 흥안,경기 파주시 법원읍 화합로 208,44.14666610094403
죽전주유소,경북 칠곡군 기산면 주산로 1224,44.13982342270727
이케이에너지(주) 평택주유소,경기 평택시 청북면 청원로 49,44.11771006246247
지리산주유소,전라남도 구례군 산동면 산업로 1574,44.10566350976451
오성주유소, ,44.067246423282455
새천년주유소,경기 이천시 마장면 중부대로533번길 28,44.066919017191076
SK 송정동주유소,경기 광주시 경안천로 132 (송정동),44.046787569270606
강원주유소,강원 횡성군 횡성읍 횡성로 75,44.01854491290142
(주)용봉주유소,강원 강릉시 성산면 경강로 1377-3,44.015443001608354
삽교호주유소,충남 당진시 신평면 삽교천길 88,44.01072061777664
SK대동주유소,경기 이천시 갈산로 39,44.00075230971381
세대주유소,강원 횡성군 횡성읍 한우로 347,43.97968734874415
삼성유통 양산 (상) 주유소/충전소,경남 양산시 동면 내송리 산85-18,43.97366575945523
GS칼텍스(주)직영동남점,경기 부천시 소사구 경인로 463 (괴안동),43.96094427663102
삼화석유(주) 법환주유소,제주특별자치도 서귀포시 일주동로 9173,43.947996368022494
GS칼텍스㈜ 북유성IC주유소,대전 유성구 북유성대로 408 (외삼동),43.938646695373585
하나로주유소,제주특별자치도 제주시 조천읍 신북로 278,43.93793893364063
(주)지디에너지동서울주유소,서울 강동구 천호대로 1456 (상일동),43.93463874570327
정석주유소,제주 제주시 한림읍 한수풀로 121,43.929161662408355
신세계주유소,충북 청주시 흥덕구 청남로 2125 (모충동),43.92233505428588
(주)SK석정주유소,충남 서산시 해미면 남문5로 28,43.91803715559056
(주)가온에너지 힘쎈주유소,경남 김해시 장유면 장유로 378,43.90336412295521
현대오일뱅크㈜직영 비산현대셀프주유소,경기 안양시 동안구 경수대로 839 (비산동),43.9030856462705
(주)학익에너지,인천광역시 남구 소성로 154 B39호 (학익동),43.9023910755353
메트로주유소,부산광역시 남구 용호로 207-2 (용호동),43.90043429563553
SK오창관문Self주유소,충북 청주시 청원구 오창읍 양청농소길 102,43.89678837600949
(주)한국에너지 시전주유소,전남 여수시 새터로 37 (신기동),43.89364678988703
SK역전주유소,경북 영주시 선비로 39 (휴천동),43.891354164740235
현대연구소주유소,경기 화성시 현대기아로 240 (온석동),43.88615998921826
대한2주유소,경기 용인시 수지구 포은대로 150 (상현동),43.8798990216554
삼산주유소,인천 강화군 삼산면 삼산북로 462,43.87653205317347
SK에너지㈜ 노송주유소,전북 전주시 완산구 아중로 55 (중노송동),43.86991964211053
SK한성주유소,인천 남구 한나루로 459 (용현동),43.867517324470704
지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,43.85224952879385
수원주유소,제주특별자치도 제주시 한림읍 한림로 796,43.85215204737695
신반포주유소,서울 서초구 사평대로 94 (반포동),43.847693000204885
동천주유소,대구 북구 팔거천동로 199 (동천동),43.839532327736336
조천농협주유소,제주 제주시 조천읍 일주동로 749,43.837109439086106
행정주유소,강원 강릉시 연곡면 진고개로 2283-3,43.83418144134994
(주)삼일화물터미널주유소,경북 포항시 남구 연일로 31 (대잠동),43.8323083668732
서울주유소,충북 괴산군 괴산읍 중부로 2005,43.81870313446875
부안주유소,전라북도 부안군 부안읍 석정로 169,43.81337239012766
새천년주유소,경남 통영시 여황로 78 (당동),43.79527741490967
전군주유소,전북 익산시 오산면 번영로 1534,43.79251864533628
새말휴게소,강원 횡성군 우천면 한우로 1401,43.77748188973016
평화주유소,경북 영주시 풍기읍 풍기로 33,43.7748172610096
청령포주유소,강원 영월군 영월읍 청령포로 6,43.76282870095122
에스주유소,광주 광산구 노안삼도로 983,43.75383494967423
백양주유소,부산 북구 와석장터로 3 (화명동),43.74210288868375
우성주유소,서울 영등포구 여의대방로 113 (신길동),43.7395662765277
박달주유소,경기 안양시 만안구 박달로 274 (박달동),43.73953644173794
IN-N-OUT주유소,경기 광명시 안양천로 463 (철산동),43.737624941063906
여산(하)주유소SK/충전소,전북 익산시 여산면 호산리 220-2,43.734633722809264
약수주유소,전남 장성군 북하면 담장로 1266,43.69943518897649
지에스칼텍스(주)직영 서전주점,전라북도 완주군 삼례읍 삼례로 341,43.695831806223
신천안신계리주유소,충청남도 천안시 동남구 목천읍 충절로 852,43.6941485741264
남부주유소,경기 수원시 영통구 영통로 171 (망포동),43.691799242904374
세기주유소, ,43.671256794305066
(주)삼진공영동창주유소,대구 남구 명덕로 154 (대명동),43.667996211145834
교로리주유소,충남 당진시 석문면 대호만로 2288,43.656425508858206
성전충전소,전남 강진군 성전면 예향로 574,43.654261680938724
우리주유소,제주 제주시 조천읍 신북로 448,43.64398495045135
청해진주유소,전남 완도군 군외면 청해진로 137,43.63015133315377
서탄에너지(주)삼안주유소,경기 오산시 오산로360번길 29 (은계동),43.62199891118431
사천중앙주유소, ,43.61946224252389
학봉주유소,충남 공주시 반포면 동학사1로 105,43.61696232062051
동부주유소,전라남도 순천시 백강로 93 (연향동),43.609363957597225
문화주유소,울산 중구 계변로 56 (복산동),43.60380733414208
(주)희운남부주유소, ,43.599730884661504
GS칼텍스(주)직영공단점,경기도 평택시 포승읍 평택항로 29,43.542769810056704
남조로주유소,제주특별자치도 제주시 조천읍 남조로 1766,43.53338541590654
광주화물자동차터미널(주)(SK),광주광역시 북구 동문대로 280 (각화동),43.529681572484016
화북터미널주유소,제주 제주시 선반로 41 (화북일동),43.49876654827082
한양주유소,전라북도 전주시 덕진구 백제대로 809,43.48316466293274
주식회사서남디엔씨(h),광주광역시 서구 화운로 180 (화정동),43.48241615797698
킹콩주유소,경기도 양주시 고덕로 304 (고읍동),43.47432866137938
인동주유소,경북 구미시 수출대로 500 (황상동),43.474103704769085
몽고주유소,경남 함안군 칠원읍 용산2길 40,43.46612603511112
애월주유소,제주특별자치도 제주시 애월읍 일주서로 6325,43.46211789235401
번영로주유소,제주 제주시 번영로 578 (봉개동),43.457531974297375
동명주유소,충북 괴산군 괴산읍 문무로역고개길 73,43.45720512027199
북면주유소,경기도 가평군 북면 가화로 996,43.45328036028113
지에스칼텍스(주)직영톨게이트점,강원 원주시 문막읍 원문로 1734-18,43.43446448858739
삽재대원주유소,경북 영주시 봉화로 154 (상망동),43.420902387708296
GS칼텍스(주)직영구리IC점, 경기도 남양주시 북부간선로 14,43.404448395220996
형제주유소,경기 화성시 정남면 서봉로 1081,43.394672670239466
삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),43.38846361180818
팔봉산주유소,충남 서산시 팔봉면 팔봉2로 194-88,43.38395209431426
광신주유소,인천 계양구 장제로 936 (병방동),43.370336095122
동선주유소,서울 구로구 경인로 150 (오류동),43.36423841207996
서원곡주유소,경상남도 창원시 마산합포구 무학로 503 (교방동),43.357816834572105
에스엔아이에너지(주)대원주유소,부산광역시 동래구 미남로 38 (사직동),43.35774535954073
은평,서울 은평구 은평로 194 (응암동),43.35092413989324
동보주유소(sk),충북 진천군 덕산면 용몽1길 29,43.32885586320263
도곡주유소,경기 남양주시 와부읍 도곡리 1040,43.319099902565334
삼팔주유소,경기 안성시 일죽면 노성로 7-6,43.30767891900333
양정주유소,서울 양천구 국회대로 158 (신정동),43.298866405681125
상서주유소,강원 화천군 상서면 영서로 7588,43.298056764579414
고려주유소 대도자동차서비스,대구 동구 동대구로 418 (신천동),43.29616254816189
(주)회천주유소,제주특별자치도 제주시 번영로 937 (회천동),43.29184284965296
대룡산주유소,강원 춘천시 동내면 순환대로 660,43.28209806943749
아시아셀프주유소 인천점,인천 연수구 한나루로 131 (옥련동),43.27654397506456
우리주유소,제주특별자치도 제주시 서광로 67 (용담2동),43.26496594082921
안심주유소,충북 단양군 매포읍 단양로 1315,43.24287373703801
동광주유소,충청북도 청주시 흥덕구 직지대로 52 (지동동),43.23813449336965
신경남주유소,충남 천안시 동남구 큰시장길 44-4 (영성동),43.23154916749099
양동주유소,경기 양평군 양동면 학둔지아래길 108,43.20517283854221
서학주유소,강원 태백시 번영로 87 (황지동),43.20277396711399
대성산업(주)대성유니드주유소,대구광역시 달서구 와룡로 248 (죽전동),43.192095532833484
가야주유소(SK),전남 광양시 광영로 108 (광영동),43.178366551014555
대광주유소,경기 광주시 오포읍 오포로 660,43.17128855176568
용일주유소,서울특별시 동대문구 안암로 54 (용두동),43.15251207525569
상남주유소,강원 인제군 상남면 아홉사리로 3171,43.13592081023851
케이케이(주)단지충전소,경북 포항시 남구 대송로 290 (동촌동),43.131039058215016
쌍송프리미엄주유소,충남 예산군 예산읍 예산로 276,43.11751062662594
해미주유소,충남 서산시 해미면 중앙로 1072,43.11609851037514
북방주유소,강원 홍천군 북방면 영서로 2903,43.114873528665484
송파주유소,서울 송파구 송이로 28 (송파동),43.098103701918134
낙동강,부산광역시 북구 낙동대로 1596 (구포동),43.06996232631135
대교에너지주유소,인천광역시 강화군 길상면 해안동로 75,43.068187507301076
(주)영주제일주유소, ,43.051521012086596
(주)현대주유소,경남 김해시 한림면 한림로 131,43.0479615955587
동정주유소,충청북도 보은군 수한면 보청대로 2590,43.04143098446391
양양국제공항주유소,강원 양양군 손양면 동해대로 1750,43.03820371379986
(주)피트로랩 운천주유소,경기 포천시 영북로 158,43.031788874394394
원대로주유소,강원 강릉시 원대로 38 (교동),43.02334231564287
철원주유소,강원 철원군 동송읍 금학로 173,43.02276927338019
이천주유소,경기 이천시 부발읍 경충대로 2187,42.97348506779465
포승공단주유소,경기 평택시 포승읍 포승공단로 241,42.97203693170288
교동주유소,인천 강화군 교동면 대룡안길54번길 5,42.96609863643742
온천주유소,경남 창녕군 부곡면 원앙로 218,42.95697113902582
GS칼텍스(주)직영여천동화점,전남 여수시 월하동여수산단로 268,42.95340588389766
홍성(상)주유소,충남 홍성군 은하면 금국리 292-4,42.950507692899315
민들레주유소,경남 거제시 거제중앙로 1619,42.95039090202319
남경주유소,경기 시흥시 금오로 304 (과림동),42.946106243026264
터미널주유소,대구광역시 동구 화랑로 584 (용계동),42.94207495200726
홍성(하)주유소,충남 홍성군 은하면 금국리 292-3,42.931293580596595
남송주유소,경기 여주시  세종로 366,42.91984812785516
신일성주유소,대구 수성구 지범로 50 (두산동),42.90944056306616
일출주유소,강원 양양군 양양읍 양양로 98,42.89744657917693
밸류주유소,경상북도 포항시 북구 중흥로 115 (죽도동),42.89469227165397
희망주유소,제주 서귀포시 중산간동로 8231 (호근동),42.884620832458126
CJ대한통운㈜ 신군산항주유소,전북 군산시 외항로 399 (산북동),42.88360232136586
분당제일주유소,경기 성남시 수정구 여수대로32 (시흥동),42.87874316425401
당감주유소,부산광역시 부산진구 동평로 49 (당감동),42.875298699885334
예산주유소,충청남도 예산군 예산읍 충서로 994,42.86583743850793
군산항주유소,전북 군산시 미성로 104,42.85409007270588
내고향주유소,제주특별자치도 제주시 애월읍 애월로 79,42.846754253431854
의림주유소,충북 제천시 명륜로 74 (의림동),42.8426289911872
현대오일뱅크(주)연북로주유소, ,42.8336875245966
우리주유소,제주 제주시 연삼로 79 (오라삼동),42.819067062829134
이가팔주유소,경기 포천시 소흘읍 죽엽산로 120,42.81524121210498
지천주유소,경북 칠곡군 지천면 신동로 109,42.80169440832499
아람주유소,충남 천안시 동남구 풍세면 풍세로 161,42.79441912083387
선화현대주유소,대전 중구 보문로 301 (선화동),42.78948377032817
초원주유소,충북 음성군 금왕읍 대금로 1452,42.780225113374144
창성주유소,제주 제주시 노형로 315 (노형동),42.75706081294834
소원주유소,충남 태안군 소원면 서해로 678,42.74786654467142
운대주유소,전남 고흥군 두원면 고흥로 2394,42.74718619865719
(주)코알라주유소,서울 강동구 성내로 7 (성내동),42.737324988759276
동화주유소,전북 순창군 순창읍 장류로 372,42.732029470552895
SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),42.71925644122188
유공주유소,경남 진주시 큰들로 120 (상평동),42.718380632216096
남명주유소,경남 밀양시 산내면 산내로 1115,42.70606587254973
공주청룡휴게주유소,충남 공주시 의당면 차령로 2218,42.694094482363134
(주)명진에너지(나포리주유소),경남 통영시 동호동 62-1,42.68879671750713
우만주유소,경기 수원시 팔달구 월드컵로 279 (우만동),42.66299871900542
삼영주유소,서울 동대문구 답십리로 258 (장안동),42.65025497899217
한림농협주유소,제주 제주시 한림읍 한림상로 89,42.64673385223165
(주)안국에너지 용두동주유소,대전 중구 계룡로771번길 8 (용두동),42.63621368040322
SK교동주유소,충북 제천시 명륜로 189 (교동),42.62432862190847
산뜻주유소,경기도 의왕시 고산로 65 (고천동),42.591838778085645
신관주유소,충남 공주시 관골1길 34-1 (신관동),42.57762638202938
대동주유소,충남 보령시 주산면 동막오상길 2,42.54488054598972
진영IC주유소,경남 김해시 진영읍 좌곤리 371-6외 2필지,42.53559461234988
블루원주유소,경기 용인시 처인구 원삼면 보개원삼로 1536,42.53518593110894
서청주주유소,충북 청주시 흥덕구 1순환로 572 (봉명동),42.519366316327876
유정주유소,경기 광주시 도척면 마도로 196,42.510448221983836
삼다주유소,제주특별자치도 제주시 일주서로 7873 (연동),42.50078267922676
부싯돌주유소,광주 광산구 동곡로 645 (송촌동),42.48105781707074
화암동셀프주유소,대전 유성구 대덕대로 804 (화암동),42.479839349541166
통영제일주유소,경상남도 통영시 용남면 남해안대로 325,42.475397466287696
SK에너지(주) 동탄맥주유소,경기 화성시 효행로 1260,42.46574268591554
주식회사쏘울오버더썬,경기 양평군 양서면 경강로 962,42.448231842301496
명품주유소,충남 천안시 동남구 광덕면 차령고개로 788,42.4328325269325
남부,인천 남구 한나루로 608-1 (도화동),42.396706285378116
백산주유소,강원 태백시 동태백로 876 (백산동),42.38426446758397
주)세운주유소,경기 포천시 영북면 호국로 4319,42.38348272092768
세진에너지(주)구리강변주유소,경기 구리시 아차산로 395,42.382890861074294
(주)남산에너지 아이시디주유소,경남 양산시 물금읍 제방로 223,42.370205995083175
유일산업(주) 일죽주유소,경기 안성시 일죽면 서동대로 7321-18,42.370105579411536
금주산주유소,경기 포천시 영중면 영일로 201,42.36825698969525
SK네트웍스(주)SK부산주유소,부산 사상구 가야대로 193 (주례동),42.36237215957105
기쁨가득주유소,경기 의정부시 경의로 45,42.340659402697774
안성주유소,경기 안성시 중앙로 359 (석정동),42.324713114413214
인터지스(주)인터지스주유소,부산 남구 신선로 173 (감만동),42.319869483548736
단월주유소,충북 충주시 충원대로 39  (단월동),42.318877523560126
광역주유소,인천 서구 서곶로 725 (백석동),42.306320685188446
마포시엠주유소,서울 마포구 월드컵북로62 (성산동),42.30478634763132
현대오일뱅크㈜직영 럭키셀프주유소,대전 대덕구 한밭대로 1007 (오정동),42.30264704297246
행복셀프주유소,제주특별자치도 제주시 조천읍 일주동로 1602,42.289799996689645
함덕농협주유소,제주특별자치도 제주시 조천읍 함와로 40,42.288808122111895
지에스칼텍스(주)부성주유소,경상남도 양산시  양산대로 1024 (삼성동),42.28753193038534
계원주유소,경북 포항시 남구 장기면 동해안로 2976,42.28339579520164
남산훼미리주유소,부산광역시 금정구 두실로 2 (남산동),42.28179967457231
갑산주유소,경남 합천군 율곡면 동부로 552,42.27891922425177
남천주유소,경남 밀양시 북성로 48 (내이동),42.26788988812111
GS칼텍스(주)직영 대덕밸리점, 대전광역시 유성구 대덕대로 938,42.260013207952525
대경석유 (주) 대경석유,경기 수원시 팔달구 권광로 462  (우만동),42.25384485783389
SK네트웍스(주)동원주유소,경남 창원시 마산회원구 내서읍 광려천서로 77,42.247644302211434
대경휴게주유소,울산 울주군 청량면 남부순환도로 240,42.23182316314106
평리제일주유소,대구광역시 서구 국채보상로 204 외2필지(1421-1114,42.224483501238765
동신주유소,울산광역시 남구 월평로 201 (삼산동),42.224483501238765
서경주유소,제주 제주시 월광로 125 (노형동),42.22366108281463
삼성주유소,경기 용인시 기흥구 동탄기흥로 694,42.22217720859037
모산주유소,경남 창원시 의창구 대산면 진산대로 636,42.1919126415046
우산주유소,광주 광산구 사암로 127 (우산동),42.18371271694833
석2주유소,부산 금정구 식물원로 21 (장전동),42.18019804985781
첨단주유소,경기 의정부시 평화로 593 (의정부동),42.17917495072627
GS직영고강제일주유소, ,42.171281497106754
정원주유소,강원도 화천군 화천읍 평화로 117,42.160324947018246
한일주유소,경기 광명시 가학로 77 (가학동),42.15701006192743
동부주유소,부산 사상구 삼덕로 47 (덕포동),42.1469552211575
우일주유소, ,42.11863403528257
우주로주유소,전남 고흥군 포두면 우주로 1479,42.118530588126234
하귀농협주유소,제주특별자치도 제주시 애월읍 일주서로 7136,42.10875046306558
푸른주유소,충북 괴산군 괴산읍 충민로 299,42.08785780617592
죽산주유소,경기도 안성시 죽산면 죽주로 304,42.08761679154062
중앙주유소,충청남도 천안시 동남구  청수로 135 (구성동),42.08285775374302
남원주유소,제주특별자치도 서귀포시 남원읍 태위로 710,42.08178643984591
성신주유소,제주특별자치도 제주시 연삼로 159 (오라이동),42.07869923484702
정석주유소,제주특별자치도 서귀포시 안덕면 한창로 275,42.07485277396192
성산일출봉농협주유소,제주특별자치도 서귀포시 성산읍 일주동로 4521,42.066462891209056
벚꽃길주유소,경기 가평군 청평면 경춘로 1454,42.05893907431783
대호주유소,부산 사하구 하신중앙로 55 (신평동),42.056493157337705
엔크린주유소,제주 제주시 일주서로 7650 (이호이동),42.04321272547107
현대오일뱅크(주)직영 산성셀프주유소,서울 강남구 헌릉로 730,42.04193329000542
함박산주유소,충북 음성군 대소면 대동로 420,42.02244860180402
드림주유소,강원도 홍천군 화촌면 설악로 2696,42.01894760099247
GS할인마트주유소,경기도 광명시  오리로 460 (소하동),42.008388141450844
(주)세화주유소,경기 안산시 단원구 대부중앙로 174 (대부동동),41.995065484104224
세원주유소,충남 아산시 송악면 송악로 243,41.99043407488397
(주)G에너지e편한주유소,충북 청주시 상당구 용담동 산성로183,41.987076911352986
안동주유소,경북 안동시 강남로 154 (정하동),41.98358816590328
SK네트웍스(주)평리제일주유소,대구 서구 국채보상로 204 (평리동),41.98088560172749
귀일주유소,제주특별자치도 제주시 애월읍 하귀로 22,41.978658734860744
백양산주유소,부산광역시 부산진구 백양대로 32,41.97771192008862
은행나무주유소,경기 양평군 용문면 용문산로 105,41.96856903266903
컨벤션주유소,광주 서구 상무대로 714,41.956528327841276
GS칼텍스(주)동아점, ,41.95617960011139
스마트주유소,경기 용인시 기흥구 동탄기흥로 750 (고매동),41.95220560245535
규암주유소,충남 부여군 규암면 흥수로 887,41.94626141137596
교촌에너지,대전 유성구 화랑로 138  (교촌동),41.94579830364744
(주)장산에너지,부산 해운대구 재반로 86 (재송동),41.93869222403672
신광주유소,충남 당진시 합덕읍 석우길 1,41.92225331768134
대진주유소,울산 울주군 언양읍 헌양길 157,41.91784523829034
(주)신천지주유소,경기 시흥시 수인로 3471 (신천동),41.916474896432696
남해고속주유소,전남 순천시 중앙로 324 (가곡동),41.88829379813967
동해주유소,강원 동해시 동해대로 5451 (평릉동),41.882442930387505
(주)소모에너지엔테크놀러지 신중계주유소,서울 도봉구 방학로 21 (방학동),41.86547841483754
능암온천주유소,충북 충주시 앙성면 북부로 1569,41.8626376093919
하안미주유소,강원도 평창군 대화면 평창대로 572,41.82743323589867
지에스칼텍스㈜동탄2산단주유소,경기 화성시 동탄기흥로 161,41.823982698437796
현대주유소,전북 진안군 진안읍 진장로 10,41.82212554837457
GS해동주유소,경기 부천시 오정구 소사로 627(여월동),41.78532279343046
백석주유소,충남 아산시 영인면 백석리 14-3,41.782685412558294
반계주유소,강원 원주시 문막읍 원문로 2170,41.770260513403834
씨앤에스유통㈜ 호수공원주유소,대전 서구 계백로 1259 (정림동),41.75479378704208
(주)표주주유소,경남 김해시 상동면 동북로437번길 58-77,41.74261288044751
남양산 IC 주유소,경남 양산시 동면 양산대로 538,41.73762494106385
충주댐주유소,충북 충주시 충원대로 976 (목행동),41.73268104533146
51주유소,강원도 원주시  서원대로 51 (단계동),41.729880280186094
호천주유소,전남 고흥군 고흥읍 우주로 97,41.72753341325346
한강주유소,경기 고양시 덕양구 행주로 17-23 (행주내동),41.72370968173111
뉴대호주유소,충남 당진시 고대면 대호만로 767-3,41.70682774894522
뿌꾸네self주유소,충남 당진시 순성면 남부로 551,41.70597238025931
한일주유소,경기 파주시 강천길 76 (금촌동),41.70461577586729
고현주유소,경기 오산시 남부대로 511 (고현동),41.6946002698475
GS칼텍스 중흥주유소,전남 여수시 여수산단로 765 (중흥동),41.68541488937152
구리엘지주유소,경기 구리시 건원대로 35 (인창동),41.68512734843472
부영,강원 속초시 조양로 213 (조양동),41.68161912811164
반야월주유소,대구 동구 반야월로 202 (동호동),41.67532119599344
송정주유소,경기 가평군 가평읍 가화로 359,41.67425953388245
월드주유소,경기 포천시 일동면 수입로 241-13,41.639816577835425
청기와주유소,경남 창원시 진해구 충장로 189 (여좌동),41.628675751616086
강남고속주유소, ,41.608895964234186
씨앤에스에너지㈜ 소사본동주유소,경기 부천시 소사구 경인로 402,41.595503517843646
남산주유소,경북 군위군 부계면 한티로 1902,41.59179356431936
안일주유소,경기 안성시 안성맞춤대로 1250 (당왕동),41.58742545737458
대성주유소,충청북도 음성군 금왕읍 무극로 331,41.58323740203707
해송주유소,제주 제주시 조천읍 일주동로 854,41.57838307628143
반도주유소,경기 용인시 수지구 신수로683번길 11 (풍덕천동),41.546286716941594
지앤디덕양주식회사,경기 양주시 어하고개로 107-2 (삼숭동),41.54396764517823
(주)광동유통원주(춘천방향)주유소,강원도 원주시 호저면 마근거리길 110,41.54354492866999
상록주유소,충청남도 천안시 동남구 수신면 수신로 642,41.52457257245451
NiceOilCompany,경기 고양시 덕양구 벽제동 160-1 160-11,41.51933090323573
관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),41.519195044665125
북천안주유소,충남 천안시 서북구 성환읍 천안대로 1846,41.51802374153638
약암주유소,경기 김포시 대곶면 약암로 921,41.512896620634805
태진주유소,제주 제주시 일주서로 7728 (도두일동),41.51059947144767
소양댐주유소,강원 춘천시 신북읍 신샘밭로 586,41.50981011592657
