구분,고급휘발유,보통휘발유,자동차용경유,실내등유,보일러등유
19년03월2주,1467.52,1316.10,1221.63,807.25,-
19년03월3주,1479.98,1326.06,1215.12,798.33,-
19년03월4주,1472.37,1320.95,1188.68,773.91,-
19년04월1주,1473.59,1323.10,1178.74,784.87,-
19년04월2주,1500.95,1365.75,1227.42,831.05,-
19년04월3주,1533.97,1392.60,1234.98,828.87,-
19년04월4주,1545.39,1409.00,1243.48,831.18,-
19년05월1주,1538.39,1403.66,1227.68,817.01,-
19년05월2주,1642.88,1465.65,1286.87,840.62,-
19년05월3주,1643.27,1463.77,1292.52,841.40,-
19년05월4주,1660.65,1474.15,1304.90,852.30,-
19년05월5주,1644.29,1444.38,1270.27,811.50,-
19년06월1주,1674.41,1448.03,1285.13,836.45,-
19년06월2주,1574.78,1392.68,1235.89,806.67,-
19년06월3주,1578.32,1384.25,1233.06,796.26,-
19년06월4주,1534.16,1369.29,1221.61,777.66,-
19년07월1주,1585.96,1362.90,1205.39,780.40,-
19년07월2주,1612.42,1416.69,1260.42,811.14,-
19년07월3주,1595.09,1426.90,1265.22,809.91,-
19년07월4주,1618.87,1443.23,1266.85,810.76,-
19년07월5주,1593.92,1407.41,1240.31,790.59,-
19년08월1주,1596.63,1413.43,1264.81,814.41,-
19년08월2주,1583.09,1402.82,1253.01,800.83,-
19년08월3주,1558.34,1398.31,1251.49,800.36,-
19년08월4주,1558.76,1387.79,1234.94,789.68,-
19년09월1주,1665.35,1449.61,1289.67,791.43,-
19년09월2주,1658.88,1447.94,1289.16,803.90,-
19년09월3주,1652.82,1467.93,1305.25,818.05,-
19년09월4주,1672.87,1485.84,1314.89,821.28,-
19년10월1주,1659.85,1477.98,1303.31,807.38,-
19년10월2주,1653.01,1464.55,1295.57,808.70,-
19년10월3주,1644.65,1463.75,1298.89,805.93,-
19년10월4주,1642.61,1463.80,1294.12,798.01,-
19년10월5주,1617.40,1430.39,1267.12,772.60,-
19년11월1주,1641.56,1464.24,1297.53,801.57,-
19년11월2주,1612.68,1470.40,1317.67,802.09,-
19년11월3주,1656.72,1482.31,1313.64,789.14,-
19년11월4주,1655.45,1477.97,1299.33,763.86,-
19년12월1주,1672.55,1496.61,1313.85,794.97,-
19년12월2주,1664.23,1500.63,1330.32,799.69,-
19년12월3주,1667.25,1504.76,1344.78,807.47,-
19년12월4주,1663.29,1492.99,1314.57,807.72,-
20년01월1주,1664.48,1486.72,1306.54,800.78,-
20년01월2주,1680.53,1514.60,1343.88,831.57,-
20년01월3주,1669.09,1495.75,1326.81,821.23,-
20년01월4주,1666.14,1480.90,1302.17,805.37,-
20년01월5주,1624.40,1434.86,1249.91,718.28,-
20년02월1주,1637.85,1445.26,1252.67,755.36,-
20년02월2주,1594.16,1423.49,1229.62,729.52,-
20년02월3주,1610.44,1419.73,1221.59,710.39,-
20년02월4주,1578.27,1403.22,1196.77,668.84,-
20년03월1주,1596.10,1404.65,1190.57,683.82,-
20년03월2주,1513.09,1336.51,1130.42,625.97,-
20년03월3주,1480.11,1276.53,1075.70,565.63,-
20년03월4주,1412.59,1204.54,1032.12,518.67,-
20년04월1주,1381.34,1148.35,999.45,491.99,-
20년04월2주,1366.12,1162.33,1007.29,483.43,-
20년04월3주,1358.19,1149.58,993.00,462.57,-
20년04월4주,1340.28,1122.88,961.18,444.81,-
20년04월5주,1309.62,1092.71,916.72,428.13,-
20년05월1주,1322.74,1117.97,936.78,424.23,-
20년05월2주,1368.07,1154.63,979.07,457.24,-
20년05월3주,1378.04,1187.81,1002.38,493.09,-
20년05월4주,1396.21,1211.07,1017.91,537.06,-
20년06월1주,1427.66,1245.76,1049.98,536.57,-
20년06월2주,1471.46,1286.25,1083.28,604.22,-
20년06월3주,1476.54,1285.08,1087.70,583.57,-
20년06월4주,1467.93,1281.39,1080.02,591.15,-
20년07월1주,1465.20,1267.73,1067.81,613.88,-
20년07월2주,1486.40,1283.13,1086.87,614.09,-
20년07월3주,1469.31,1280.74,1085.10,632.43,-
20년07월4주,1480.51,1286.69,1089.21,606.82,-
20년07월5주,1446.57,1253.91,1063.88,606.06,-
20년08월1주,1495.41,1284.81,1093.57,605.09,-
20년08월2주,1463.07,1292.23,1096.76,625.23,-
20년08월3주,1480.28,1288.27,1087.03,598.31,-
20년08월4주,1452.23,1268.99,1067.40,594.65,-
20년09월1주,1469.27,1265.58,1056.99,560.13,-
20년09월2주,1473.87,1274.85,1068.97,590.08,-
20년09월3주,1439.31,1259.47,1049.66,579.87,-
20년09월4주,1437.71,1249.75,1043.47,564.14,-
20년09월5주,1445.39,1233.64,1012.33,513.18,-
20년10월1주,1459.93,1263.25,1044.43,547.15,-
20년10월2주,1438.29,1265.02,1050.30,542.64,-
20년10월3주,1453.49,1255.86,1042.07,533.41,-
20년10월4주,1424.63,1222.54,1009.51,505.38,-
20년11월1주,1446.49,1249.78,1034.81,526.02,-
20년11월2주,1437.61,1250.13,1041.50,537.25,-
20년11월3주,1460.20,1263.00,1051.97,545.17,-
20년11월4주,1443.54,1264.54,1056.56,547.25,-
20년12월1주,1465.60,1271.26,1069.43,564.85,-
20년12월2주,1503.32,1310.45,1106.60,606.89,-
20년12월3주,1525.43,1343.02,1136.38,636.72,-
20년12월4주,1547.14,1348.23,1148.69,658.46,-
20년12월5주,1521.16,1320.98,1123.20,633.06,-
21년01월1주,1558.43,1360.87,1157.83,664.04,-
21년01월2주,1543.31,1365.75,1163.02,668.95,-
21년01월3주,1536.25,1371.88,1170.57,679.91,-
21년01월4주,1502.39,1335.74,1134.51,657.16,-
21년02월1주,1521.61,1352.37,1150.30,659.46,-
21년02월2주,1544.70,1383.92,1182.70,691.70,-
21년02월3주,1571.12,1406.87,1210.31,703.89,-
21년02월4주,1555.79,1399.86,1199.14,702.50,-
21년03월1주,1597.51,1427.07,1224.38,719.44,-
21년03월2주,1642.63,1469.27,1265.67,741.74,-
21년03월3주,1647.16,1483.75,1275.42,747.54,-
21년03월4주,1637.36,1475.17,1263.96,743.74,-
21년03월5주,1596.91,1432.06,1220.69,683.97,-
21년04월1주,1634.82,1457.69,1230.86,711.69,-
21년04월2주,1610.15,1457.02,1240.32,712.43,-
21년04월3주,1626.41,1457.76,1233.32,705.87,-
21년04월4주,1609.34,1440.67,1222.47,708.10,-
21년05월1주,1653.29,1474.19,1245.29,730.44,-
21년05월2주,1673.90,1509.16,1284.36,760.14,-
21년05월3주,1672.02,1506.23,1281.83,744.19,-
21년05월4주,1642.93,1487.62,1273.00,749.35,-
21년06월1주,1655.67,1483.36,1268.65,737.75,-
21년06월2주,1705.73,1535.58,1320.79,790.64,-
21년06월3주,1697.83,1529.47,1316.47,775.50,-
21년06월4주,1713.73,1544.24,1333.01,787.48,-
21년06월5주,1686.23,1527.85,1317.27,789.31,-
21년07월1주,1755.64,1580.50,1349.14,804.94,-
21년07월2주,1740.07,1585.63,1362.39,803.21,-
21년07월3주,1744.79,1579.31,1355.98,796.82,-
21년07월4주,1690.55,1536.07,1320.91,771.24,-
21년08월1주,1750.80,1579.59,1348.97,781.90,-
21년08월2주,1741.23,1582.70,1359.00,804.77,-
21년08월3주,1722.80,1564.33,1338.89,782.13,-
21년08월4주,1709.26,1556.28,1332.87,785.42,-
